survey_Id;Country;D9_3_1_O_college_area_other;D9_3_1_O_college_area_other_spelling;D9_3_1_O_college_area_other_translate_es;D9_3_2_O_master_area_other;D9_3_2_O_master_area_other_spelling;D9_3_2_O_master_area_other_translate_es;D9_3_3_O_doctorate_area_other;D9_3_3_O_doctorate_area_other_spelling;D9_3_3_O_doctorate_area_other_translate_es;D9_3_4_O_postdoc_area_other;D9_3_4_O_postdoc_area_other_spelling;D9_3_4_O_postdoc_area_other_translate_es
BRA05479;Brasil;;;;;;;;;;;;
BRA05480;Brasil;;;;;;;;;;;;
BRA05481;Brasil;;;;;;;;;;;;
BRA05482;Brasil;;;;;;;;;;;;
BRA05483;Brasil;;;;;;;;;;;;
BRA05484;Brasil;;;;;;;;;;;;
BRA05485;Brasil;;;;;;;;;;;;
BRA05486;Brasil;;;;;;;;;;;;
BRA05487;Brasil;;;;;;;;;;;;
BRA05488;Brasil;;;;;;;;;;;;
BRA05489;Brasil;;;;;;;;;;;;
BRA05490;Brasil;Direito;Direito;Derecho;;;;;;;;;
BRA05491;Brasil;;;;;;;;;;;;
BRA05492;Brasil;;;;;;;;;;;;
BRA05493;Brasil;;;;;;;;;;;;
BRA05494;Brasil;;;;;;;;;;;;
BRA05495;Brasil;;;;;;;;;;;;
BRA05496;Brasil;;;;;;;;;;;;
BRA05497;Brasil;Gestão de Recursos Humanos;Gestão de Recursos Humanos;Gestión de Recursos Humanos;;;;;;;;;
BRA05498;Brasil;;;;;;;;;;;;
BRA05499;Brasil;;;;;;;;;;;;
BRA05500;Brasil;;;;;;;;;;;;
BRA05501;Brasil;;;;;;;;;;;;
BRA05502;Brasil;;;;;;;;;;;;
BRA05503;Brasil;;;;;;;;;;;;
BRA05504;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05505;Brasil;;;;;;;;;;;;
BRA05506;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05507;Brasil;;;;;;;;;;;;
BRA05508;Brasil;;;;;;;;;;;;
BRA05509;Brasil;;;;;;;;;;;;
BRA05510;Brasil;;;;;;;;;;;;
BRA05511;Brasil;;;;;;;;;;;;
BRA05512;Brasil;;;;;;;;;;;;
BRA05513;Brasil;contabilidade;Contabilidade;Contabilidad;;;;;;;;;
BRA05514;Brasil;;;;;;;;;;;;
BRA05515;Brasil;;;;;;;;;;;;
BRA05516;Brasil;Medicina Veterinária;Medicina Veterinária;Medicina Veterinaria;;;;;;;;;
BRA05517;Brasil;;;;;;;;;;;;
BRA05518;Brasil;;;;;;;;;;;;
BRA05519;Brasil;;;;;;;;;;;;
BRA05520;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05521;Brasil;;;;;;;;;;;;
BRA05522;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05523;Brasil;;;;;;;;;;;;
BRA05524;Brasil;;;;;;;;;;;;
BRA05525;Brasil;;;;;;;;;;;;
BRA05526;Brasil;Logística;Logística;Logística;;;;;;;;;
BRA05527;Brasil;;;;;;;;;;;;
BRA05528;Brasil;;;;;;;;;;;;
BRA05529;Brasil;;;;;;;;;;;;
BRA05530;Brasil;;;;;;;;;;;;
BRA05531;Brasil;;;;;;;;;;;;
BRA05532;Brasil;;;;;;;;;;;;
BRA05533;Brasil;;;;;;;;;;;;
BRA05534;Brasil;;;;;;;;;;;;
BRA05535;Brasil;;;;;;;;;;;;
BRA05536;Brasil;;;;;;;;;;;;
BRA05537;Brasil;;;;;;;;;;;;
BRA05538;Brasil;;;;;;;;;;;;
BRA05539;Brasil;;;;;;;;;;;;
BRA05540;Brasil;;;;;;;;;;;;
BRA05541;Brasil;;;;;;;;;;;;
BRA05542;Brasil;;;;;;;;;;;;
BRA05543;Brasil;;;;;;;;;;;;
BRA05544;Brasil;;;;;;;;;;;;
BRA05545;Brasil;;;;;;;;;;;;
BRA05546;Brasil;;;;;;;;;;;;
BRA05547;Brasil;;;;;;;;;;;;
BRA05548;Brasil;;;;;;;;;;;;
BRA05549;Brasil;direito;Direito;Derecho;;;;;;;;;
BRA05550;Brasil;;;;;;;;;;;;
BRA05551;Brasil;;;;;;;;;;;;
BRA05552;Brasil;Radiologia;Radiologia;Radiología;;;;;;;;;
BRA05553;Brasil;;;;;;;;;;;;
BRA05554;Brasil;;;;;;;;;;;;
BRA05555;Brasil;;;;;;;;;;;;
BRA05556;Brasil;;;;;;;;;;;;
BRA05557;Brasil;;;;;;;;;;;;
BRA05558;Brasil;;;;;;;;;;;;
BRA05559;Brasil;;;;;;;;;;;;
BRA05560;Brasil;;;;;;;;;;;;
BRA05561;Brasil;;;;;;;;;;;;
BRA05562;Brasil;;;;;;;;;;;;
BRA05563;Brasil;;;;;;;;;;;;
BRA05564;Brasil;;;;;;;;;;;;
BRA05565;Brasil;Farmácia;Farmácia;Farmacia;;;;;;;;;
BRA05566;Brasil;;;;;;;;;;;;
BRA05567;Brasil;;;;;;;;;;;;
BRA05568;Brasil;;;;;;;;;;;;
BRA05569;Brasil;;;;;;;;;;;;
BRA05570;Brasil;;;;;;;;;;;;
BRA05571;Brasil;;;;;;;;;;;;
BRA05572;Brasil;;;;;;;;;;;;
BRA05573;Brasil;;;;;;;;;;;;
BRA05574;Brasil;;;;;;;;;;;;
BRA05575;Brasil;direito;Direito;Derecho;;;;;;;;;
BRA05576;Brasil;;;;;;;;;;;;
BRA05577;Brasil;;;;;;;;;;;;
BRA05578;Brasil;;;;;;;;;;;;
BRA05579;Brasil;;;;;;;;;;;;
BRA05580;Brasil;;;;;;;;;;;;
BRA05581;Brasil;;;;;;;;;;;;
BRA05582;Brasil;;;;;;;;;;;;
BRA05583;Brasil;;;;;;;;;;;;
BRA05584;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05585;Brasil;;;;;;;;;;;;
BRA05586;Brasil;;;;;;;;;;;;
BRA05587;Brasil;;;;;;;;;;;;
BRA05588;Brasil;;;;;;;;;;;;
BRA05589;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05590;Brasil;;;;;;;;;;;;
BRA05591;Brasil;;;;;;;;;;;;
BRA05592;Brasil;;;;;;;;;;;;
BRA05593;Brasil;;;;;;;;;;;;
BRA05594;Brasil;;;;;;;;;;;;
BRA05595;Brasil;;;;;;;;;;;;
BRA05596;Brasil;Gestão pessoal;Gestão Pessoal;Gestión Personal;;;;;;;;;
BRA05597;Brasil;;;;;;;;;;;;
BRA05598;Brasil;;;;;;;;;;;;
BRA05599;Brasil;Saúde;Saúde;Salud;;;;;;;;;
BRA05600;Brasil;;;;;;;;;;;;
BRA05601;Brasil;;;;;;;;;;;;
BRA05602;Brasil;;;;;;;;;;;;
BRA05603;Brasil;;;;;;;;;;;;
BRA05604;Brasil;;;;;;;;;;;;
BRA05605;Brasil;;;;;;;;;;;;
BRA05606;Brasil;;;;;;;;;;;;
BRA05607;Brasil;Saúde e beleza;Saúde e Beleza;Salud y Belleza;;;;;;;;;
BRA05608;Brasil;;;;;;;;;;;;
BRA05609;Brasil;;;;;;;;;;;;
BRA05610;Brasil;;;;;;;;;;;;
BRA05611;Brasil;;;;;;;;;;;;
BRA05612;Brasil;;;;;;;;;;;;
BRA05613;Brasil;;;;;;;;;;;;
BRA05614;Brasil;;;;;;;;;;;;
BRA05615;Brasil;Negócios imobiliários;Negócios Imobiliários;Negocios Inmobiliarios;;;;;;;;;
BRA05616;Brasil;;;;;;;Educação, Arte e História da Cultura;Educação, Arte e História da Cultura;Educación, Arte e Historia de la Cultura;;;
BRA05617;Brasil;;;;;;;;;;;;
BRA05618;Brasil;;;;;;;;;;;;
BRA05619;Brasil;;;;;;;;;;;;
BRA05620;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05621;Brasil;;;;;;;;;;;;
BRA05622;Brasil;;;;;;;;;;;;
BRA05623;Brasil;;;;;;;;;;;;
BRA05624;Brasil;;;;;;;;;;;;
BRA05625;Brasil;;;;;;;;;;;;
BRA05626;Brasil;;;;;;;;;;;;
BRA05627;Brasil;;;;;;;;;;;;
BRA05628;Brasil;;;;;;;;;;;;
BRA05629;Brasil;;;;;;;;;;;;
BRA05630;Brasil;;;;;;;;;;;;
BRA05631;Brasil;;;;;;;;;;;;
BRA05632;Brasil;;;;;;;;;;;;
BRA05633;Brasil;;;;;;;;;;;;
BRA05634;Brasil;;;;;;;;;;;;
BRA05635;Brasil;;;;;;;;;;;;
BRA05636;Brasil;;;;;;;;;;;;
BRA05637;Brasil;;;;;;;;;;;;
BRA05638;Brasil;;;;;;;;;;;;
BRA05639;Brasil;;;;;;;;;;;;
BRA05640;Brasil;;;;;;;;;;;;
BRA05641;Brasil;;;;;;;;;;;;
BRA05642;Brasil;;;;;;;;;;;;
BRA05643;Brasil;;;;;;;;;;;;
BRA05644;Brasil;;;;;;;;;;;;
BRA05645;Brasil;;;;;;;;;;;;
BRA05646;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05647;Brasil;;;;;;;;;;;;
BRA05648;Brasil;;;;;;;;;;;;
BRA05649;Brasil;;;;;;;;;;;;
BRA05650;Brasil;;;;;;;;;;;;
BRA05651;Brasil;;;;;;;;;;;;
BRA05652;Brasil;;;;;;;;;;;;
BRA05653;Brasil;;;;;;;;;;;;
BRA05654;Brasil;;;;;;;;;;;;
BRA05655;Brasil;;;;;;;;;;;;
BRA05656;Brasil;;;;;;;;;;;;
BRA05657;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05658;Brasil;;;;;;;;;;;;
BRA05659;Brasil;;;;;;;;;;;;
BRA05660;Brasil;;;;;;;;;;;;
BRA05661;Brasil;;;;;;;;;;;;
BRA05662;Brasil;;;;;;;;;;;;
BRA05663;Brasil;;;;;;;;;;;;
BRA05664;Brasil;;;;;;;;;;;;
BRA05665;Brasil;;;;;;;;;;;;
BRA05666;Brasil;;;;;;;;;;;;
BRA05667;Brasil;;;;;;;;;;;;
BRA05668;Brasil;;;;;;;;;;;;
BRA05669;Brasil;adm;Administração;Administración;;;;;;;;;
BRA05670;Brasil;;;;;;;;;;;;
BRA05671;Brasil;;;;;;;;;;;;
BRA05672;Brasil;Psicologia;Psicologia;Psicología;;;;;;;;;
BRA05673;Brasil;;;;;;;;;;;;
BRA05674;Brasil;;;;;;;;;;;;
BRA05675;Brasil;;;;;;;;;;;;
BRA05676;Brasil;;;;;;;;;;;;
BRA05677;Brasil;;;;;;;;;;;;
BRA05678;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05679;Brasil;Estetica;Estética;Estética;;;;;;;;;
BRA05680;Brasil;;;;;;;;;;;;
BRA05681;Brasil;;;;;;;;;;;;
BRA05682;Brasil;;;;;;;;;;;;
BRA05683;Brasil;;;;;;;;;;;;
BRA05684;Brasil;;;;;;;;;;;;
BRA05685;Brasil;;;;;;;;;;;;
BRA05686;Brasil;;;;;;;;;;;;
BRA05687;Brasil;Direito;Direito;Derecho;;;;;;;;;
BRA05688;Brasil;Ciências agrárias;Ciências Agrárias;Ciencias Agrarias;;;;;;;;;
BRA05689;Brasil;;;;;;;;;;;;
BRA05690;Brasil;;;;;;;;;;;;
BRA05691;Brasil;;;;;;;;;;;;
BRA05692;Brasil;;;;;;;;;;;;
BRA05693;Brasil;;;;;;;;;;;;
BRA05694;Brasil;;;;;;;;;;;;
BRA05695;Brasil;;;;;;;;;;;;
BRA05696;Brasil;;;;;;;;;;;;
BRA05697;Brasil;;;;;;;;;;;;
BRA05698;Brasil;Arquitetura e Urbanismo;Arquitetura e Urbanismo;Arquitectura y Urbanismo;;;;;;;;;
BRA05699;Brasil;;;;;;;;;;;;
BRA05700;Brasil;;;;;;;;;;;;
BRA05701;Brasil;;;;;;;;;;;;
BRA05702;Brasil;;;;;;;;;;;;
BRA05703;Brasil;;;;;;;;;;;;
BRA05704;Brasil;;;;;;;;;;;;
BRA05705;Brasil;;;;;;;;;;;;
BRA05706;Brasil;;;;;;;;;;;;
BRA05707;Brasil;;;;;;;;;;;;
BRA05708;Brasil;;;;;;;;;;;;
BRA05709;Brasil;;;;;;;;;;;;
BRA05710;Brasil;;;;;;;;;;;;
BRA05711;Brasil;;;;;;;;;;;;
BRA05712;Brasil;;;;;;;;;;;;
BRA05713;Brasil;;;;;;;;;;;;
BRA05714;Brasil;;;;;;;;;;;;
BRA05715;Brasil;;;;;;;;;;;;
BRA05716;Brasil;;;;;;;;;;;;
BRA05717;Brasil;;;;;;;;;;;;
BRA05718;Brasil;Serviço Social;Serviço Social;Servicio Social;;;;;;;;;
BRA05719;Brasil;;;;;;;;;;;;
BRA05720;Brasil;;;;;;;;;;;;
BRA05721;Brasil;;;;;;;;;;;;
BRA05722;Brasil;Matemática;Matemática;Matemáticas;;;;;;;;;
BRA05723;Brasil;;;;;;;;;;;;
BRA05724;Brasil;;;;;;;;;;;;
BRA05725;Brasil;;;;;;;;;;;;
BRA05726;Brasil;;;;;;;;;;;;
BRA05727;Brasil;;;;;;;;;;;;
BRA05728;Brasil;;;;;;;;;;;;
BRA05729;Brasil;;;;;;;;;;;;
BRA05730;Brasil;Farmácia;Farmácia;Farmacia;;;;;;;;;
BRA05731;Brasil;;;;;;;;;;;;
BRA05732;Brasil;;;;;;;;;;;;
BRA05733;Brasil;;;;;;;;;;;;
BRA05734;Brasil;;;;;;;;;;;;
BRA05735;Brasil;;;;;;;;;;;;
BRA05736;Brasil;Design;Design;Diseño;;;;;;;;;
BRA05737;Brasil;;;;;;;;;;;;
BRA05738;Brasil;Administração de empresas;Administração de Empresas;Administración de Empresas;;;;;;;;;
BRA05739;Brasil;Educação física;Educação Física;Educación Física;;;;;;;;;
BRA05740;Brasil;;;;;;;;;;;;
BRA05741;Brasil;;;;;;;;;;;;
BRA05742;Brasil;;;;;;;;;;;;
BRA05743;Brasil;;;;;;;;;;;;
BRA05744;Brasil;;;;;;;;;;;;
BRA05745;Brasil;informatica;Informática;Informática;;;;;;;;;
BRA05746;Brasil;;;;;;;;;;;;
BRA05747;Brasil;;;;;;;;;;;;
BRA05748;Brasil;;;;;;;;;;;;
BRA05749;Brasil;;;;;;;;;;;;
BRA05750;Brasil;;;;;;;;;;;;
BRA05751;Brasil;;;;;;;;;;;;
BRA05752;Brasil;;;;;;;;;;;;
BRA05753;Brasil;;;;;;;;;;;;
BRA05754;Brasil;;;;;;;;;;;;
BRA05755;Brasil;;;;;;;;;;;;
BRA05756;Brasil;;;;;;;;;;;;
BRA05757;Brasil;Administrador de Empresas;Administrador de Empresas;Administrador de Empresas;;;;;;;;;
BRA05758;Brasil;;;;;;;;;;;;
BRA05759;Brasil;Logística;Logística;Logística;;;;;;;;;
BRA05760;Brasil;;;;;;;;;;;;
BRA05761;Brasil;;;;;;;;;;;;
BRA05762;Brasil;;;;;;;;;;;;
BRA05763;Brasil;;;;;;;;;;;;
BRA05764;Brasil;;;;;;;;;;;;
BRA05765;Brasil;;;;;;;;;;;;
BRA05766;Brasil;;;;;;;;;;;;
BRA05767;Brasil;;;;;;;;;;;;
BRA05768;Brasil;;;;;;;;;;;;
BRA05769;Brasil;;;;;;;;;;;;
BRA05770;Brasil;;;;;;;;;;;;
BRA05771;Brasil;;;;Criminologia;Criminologia;Criminología;;;;;;
BRA05772;Brasil;;;;;;;;;;;;
BRA05773;Brasil;;;;;;;;;;;;
BRA05774;Brasil;;;;;;;;;;;;
BRA05775;Brasil;Design gráfico;Design Gráfico;Diseño Gráfico;;;;;;;;;
BRA05776;Brasil;;;;;;;;;;;;
BRA05777;Brasil;;;;;;;;;;;;
BRA05778;Brasil;;;;;;;;;;;;
BRA05779;Brasil;;;;;;;;;;;;
BRA05780;Brasil;;;;;;;;;;;;
BRA05781;Brasil;Direito;Direito;Derecho;;;;;;;;;
BRA05782;Brasil;;;;;;;;;;;;
BRA05783;Brasil;;;;;;;;;;;;
BRA05784;Brasil;;;;;;;;;;;;
BRA05785;Brasil;;;;;;;;;;;;
BRA05786;Brasil;;;;;;;;;;;;
BRA05787;Brasil;;;;;;;;;;;;
BRA05788;Brasil;;;;;;;;;;;;
BRA05789;Brasil;;;;;;;;;;;;
BRA05790;Brasil;Design gráfico;Design Gráfico;Diseño Gráfico;;;;;;;;;
BRA05791;Brasil;;;;;;;;;;;;
BRA05792;Brasil;;;;;;;;;;;;
BRA05793;Brasil;;;;;;;;;;;;
BRA05794;Brasil;;;;;;;;;;;;
BRA05795;Brasil;;;;;;;;;;;;
BRA05796;Brasil;;;;;;;;;;;;
BRA05797;Brasil;;;;;;;;;;;;
BRA05798;Brasil;;;;;;;;;;;;
BRA05799;Brasil;;;;;;;;;;;;
BRA05800;Brasil;;;;;;;;;;;;
BRA05801;Brasil;;;;;;;;;;;;
BRA05802;Brasil;;;;;;;;;;;;
BRA05803;Brasil;;;;;;;;;;;;
BRA05804;Brasil;;;;;;;;;;;;
BRA05805;Brasil;Adm Empresas;Administração Empresas;Administración de Empresas;;;;;;;;;
BRA05806;Brasil;;;;;;;;;;;;
BRA05807;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05808;Brasil;;;;;;;;;;;;
BRA05809;Brasil;;;;;;;;;;;;
BRA05810;Brasil;;;;;;;;;;;;
BRA05811;Brasil;;;;;;;;;;;;
BRA05812;Brasil;;;;;;;;;;;;
BRA05813;Brasil;;;;;;;;;;;;
BRA05814;Brasil;;;;;;;;;;;;
BRA05815;Brasil;;;;;;;;;;;;
BRA05816;Brasil;;;;;;;;;;;;
BRA05817;Brasil;;;;;;;;;;;;
BRA05818;Brasil;;;;;;;;;;;;
BRA05819;Brasil;;;;;;;;;;;;
BRA05820;Brasil;;;;;;;;;;;;
BRA05821;Brasil;;;;;;;;;;;;
BRA05822;Brasil;;;;;;;;;;;;
BRA05823;Brasil;;;;;;;;;;;;
BRA05824;Brasil;;;;;;;;;;;;
BRA05825;Brasil;;;;;;;;;;;;
BRA05826;Brasil;;;;;;;;;;;;
BRA05827;Brasil;;;;;;;;;;;;
BRA05828;Brasil;;;;;;;;;;;;
BRA05829;Brasil;;;;;;;;;;;;
BRA05830;Brasil;;;;;;;;;;;;
BRA05831;Brasil;;;;;;;;;;;;
BRA05832;Brasil;;;;;;;;;;;;
BRA05833;Brasil;gestão pública;Gestão Pública;Gestión Pública;;;;;;;;;
BRA05834;Brasil;;;;;;;;;;;;
BRA05835;Brasil;;;;;;;;;;;;
BRA05836;Brasil;;;;;;;;;;;;
BRA05837;Brasil;;;;;;;;;;;;
BRA05838;Brasil;;;;;;;;;;;;
BRA05839;Brasil;;;;;;;;;;;;
BRA05840;Brasil;;;;;;;;;;;;
BRA05841;Brasil;Fisioterapia;Fisioterapia;Fisioterapia;;;;;;;;;
BRA05842;Brasil;;;;;;;;;;;;
BRA05843;Brasil;;;;;;;;;;;;
BRA05844;Brasil;;;;;;;;;;;;
BRA05845;Brasil;;;;;;;;;;;;
BRA05846;Brasil;;;;;;;;;;;;
BRA05847;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05848;Brasil;;;;;;;;;;;;
BRA05849;Brasil;;;;;;;;;;;;
BRA05850;Brasil;;;;;;;;;;;;
BRA05851;Brasil;;;;;;;;;;;;
BRA05852;Brasil;Farmácia;Farmácia;Farmacia;;;;;;;;;
BRA05853;Brasil;Tecnólogo Logística;Tecnólogo Logística;Tecnólogo en Logística;;;;;;;;;
BRA05854;Brasil;;;;;;;;;;;;
BRA05855;Brasil;;;;;;;;;;;;
BRA05856;Brasil;;;;;;;;;;;;
BRA05857;Brasil;;;;;;;;;;;;
BRA05858;Brasil;;;;;;;;;;;;
BRA05859;Brasil;;;;;;;;;;;;
BRA05860;Brasil;;;;;;;;;;;;
BRA05861;Brasil;;;;;;;;;;;;
BRA05862;Brasil;;;;;;;;;;;;
BRA05863;Brasil;;;;;;;;;;;;
BRA05864;Brasil;;;;;;;;;;;;
BRA05865;Brasil;;;;;;;;;;;;
BRA05866;Brasil;;;;;;;;;;;;
BRA05867;Brasil;;;;;;;;;;;;
BRA05868;Brasil;;;;;;;;;;;;
BRA05869;Brasil;;;;;;;;;;;;
BRA05870;Brasil;;;;;;;;;;;;
BRA05871;Brasil;;;;;;;;;;;;
BRA05872;Brasil;;;;;;;;;;;;
BRA05873;Brasil;;;;;;;;;;;;
BRA05874;Brasil;;;;;;;;;;;;
BRA05875;Brasil;;;;;;;;;;;;
BRA05876;Brasil;;;;;;;;;;;;
BRA05877;Brasil;;;;;;;;;;;;
BRA05878;Brasil;;;;;;;;;;;;
BRA05879;Brasil;;;;;;;;;;;;
BRA05880;Brasil;;;;;;;;;;;;
BRA05881;Brasil;;;;;;;;;;;;
BRA05882;Brasil;;;;;;;;;;;;
BRA05883;Brasil;Estética;Estética;Estética;;;;;;;;;
BRA05884;Brasil;;;;;;;;;;;;
BRA05885;Brasil;;;;Negócios;Negócios;Negocios;;;;;;
BRA05886;Brasil;;;;;;;;;;;;
BRA05887;Brasil;rh;Recursos Humanos;Recursos Humanos;;;;;;;;;
BRA05888;Brasil;Direito;Direito;Derecho;;;;;;;;;
BRA05889;Brasil;;;;;;;;;;;;
BRA05890;Brasil;Zbzmsb;Zbzmsb;Zbzmsb;;;;;;;;;
BRA05891;Brasil;;;;CzJzb;Czjzb;Czjzb;;;;;;
BRA05892;Brasil;Vddjdb;Vddjdb;Vddjdb;;;;;;;;;
BRA05893;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05894;Brasil;Ed física;Ed Física;Educación Física;;;;;;;;;
BRA05895;Brasil;;;;Vzkzzb;Vzkzzb;Vzkzzb;;;;;;
BRA05896;Brasil;;;;;;;;;;;;
BRA05897;Brasil;ZbMN;Zbmn;Zbmn;;;;;;;;;
BRA05898;Brasil;Gestão pública;Gestão Pública;Gestión Pública;;;;;;;;;
BRA05899;Brasil;Direito;Direito;Derecho;;;;;;;;;
BRA05900;Brasil;;;;;;;;;;;;
BRA05901;Brasil;Ciências e educação;Ciências e Educação;Ciencias y Educación;;;;;;;;;
BRA05902;Brasil;;;;;;;Saúde;Saúde;Salud;;;
BRA05903;Brasil;administração;Administração;Administración;;;;;;;;;
BRA05904;Brasil;;;;;;;;;;;;
BRA05905;Brasil;engenharia de produçao;Engenharia de Produção;Ingeniería de Producción;;;;;;;;;
BRA05906;Brasil;;;;psicologia e jornalismo;Psicologia e Jornalismo;Psicología y Periodismo;;;;;;
BRA05907;Brasil;;;;;;;;;;;;
BRA05908;Brasil;Logística;Logística;Logística;;;;;;;;;
BRA05909;Brasil;ADM;Administração;Administración;;;;;;;;;
BRA05910;Brasil;Química;Química;Química;;;;;;;;;
BRA05911;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05912;Brasil;;;;;;;;;;;;
BRA05913;Brasil;Operador;Operador;Operador;;;;;;;;;
BRA05914;Brasil;;;;;;;;;;;;
BRA05915;Brasil;;;;;;;;;;;;
BRA05916;Brasil;Gwbabq;Gwbabq;Gwbabq;;;;;;;;;
BRA05917;Brasil;;;;;;;;;;;;
BRA05918;Brasil;Gestão Comercial;Gestão Comercial;Gestión Comercial;;;;;;;;;
BRA05919;Brasil;Odonto;Odontologia;Odontología;;;;;;;;;
BRA05920;Brasil;Saúde fisioterapia;Saúde Fisioterapia;Fisioterapia en Salud;;;;;;;;;
BRA05921;Brasil;;;;;;;;;;;;
BRA05922;Brasil;;;;Tá bom então e;Tá Bom Então e;Está Bien Entonces y;;;;;;
BRA05923;Brasil;;;;;;;;;;;;
BRA05924;Brasil;;;;;;;;;;;;
BRA05925;Brasil;;;;;;;;;;;;
BRA05926;Brasil;Dentista;Dentista;Dentista;Odontologico;Odontologico;Odontológico;;;;;;
BRA05927;Brasil;;;;;;;;;;;;
BRA05928;Brasil;;;;Vzkssb;Vzkssb;Vzkssb;;;;;;
BRA05929;Brasil;;;;;;;;;;;;
BRA05930;Brasil;CIÊNCIA CONTABEIS;Ciência Contabeis;Ciencias Contables;;;;;;;;;
BRA05931;Brasil;Direito;Direito;Derecho;;;;;;;;;
BRA05932;Brasil;administracao;Administração;Administración;;;;;;;;;
BRA05933;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05934;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05935;Brasil;;;;;;;;;;;;
BRA05936;Brasil;;;;V,znxb;V,znxb;V,znxb;;;;;;
BRA05937;Brasil;;;;Vzjzzn;Vzjzzn;Vzjzzn;;;;;;
BRA05938;Brasil;;;;saude;Saúde;Salud;;;;;;
BRA05939;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05940;Brasil;Gestão ambiental;Gestão Ambiental;Gestión Ambiental;;;;;;;;;
BRA05941;Brasil;Ebtbyw;Ebtbyw;Ebtbyw;;;;;;;;;
BRA05942;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05943;Brasil;Fisioterapia;Fisioterapia;Fisioterapia;;;;;;;;;
BRA05944;Brasil;Recursos humanos;Recursos Humanos;Recursos Humanos;;;;;;;;;
BRA05945;Brasil;Direito;Direito;Derecho;;;;;;;;;
BRA05946;Brasil;;;;;;;;;;;;
BRA05947;Brasil;;;;Química;Química;Química;;;;;;
BRA05948;Brasil;Rh;Recursos Humanos;Recursos Humanos;;;;;;;;;
BRA05949;Brasil;Jtfjjtf;Jtfjjtf;Jtfjjtf;;;;;;;;;
BRA05950;Brasil;;;;;;;;;;;;
BRA05951;Brasil;;;;;;;;;;;;
BRA05952;Brasil;Tecnólogo em gestão da segurança privada;Tecnólogo em Gestão da Segurança Privada;Tecnólogo en Gestión de la Seguridad Privada;;;;;;;;;
BRA05953;Brasil;Dnnsns;Dnnsns;Dnnsns;;;;;;;;;
BRA05954;Brasil;;;;Transferência de tecnologia para invocação;Transferência de Tecnologia para Invocação;Transferencia de Tecnología para Innovación;;;;;;
BRA05955;Brasil;;;;;;;;;;;;
BRA05956;Brasil;Vddndn;Vddndn;Vddndn;;;;;;;;;
BRA05957;Brasil;Medicina;Medicina;Medicina;;;;;;;;;
BRA05958;Brasil;;;;;;;;;;;;
BRA05959;Brasil;;;;;;;;;;;;
BRA05960;Brasil;administração;Administração;Administración;;;;;;;;;
BRA05961;Brasil;;;;;;;;;;;;
BRA05962;Brasil;;;;;;;;;;;;
BRA05963;Brasil;;;;Nsabby;Nsabby;Nsabby;;;;;;
BRA05964;Brasil;ADMINISTRAÇAO;Administração;Administración;;;;;;;;;
BRA05965;Brasil;Ciências jurídicas;Ciências Jurídicas;Ciencias Jurídicas;;;;;;;;;
BRA05966;Brasil;;;;Bzmsxb;Bzmsxb;Bzmsxb;;;;;;
BRA05967;Brasil;Wbwb;Wbwb;Wbwb;;;;;;;;;
BRA05968;Brasil;;;;;;;;;;;;
BRA05969;Brasil;Logística;Logística;Logística;;;;;;;;;
BRA05970;Brasil;;;;;;;;;;;;
BRA05971;Brasil;;;;;;;;;;;;
BRA05972;Brasil;;;;;;;;;;;;
BRA05973;Brasil;Pedagogia;Pedagogia;Pedagogía;;;;;;;;;
BRA05974;Brasil;engenheiro civil;Engenheiro Civil;Ingeniero Civil;;;;;;;;;
BRA05975;Brasil;Logística;Logística;Logística;;;;;;;;;
BRA05976;Brasil;;;;;;;;;;;;
BRA05977;Brasil;;;;;;;;;;;;
BRA05978;Brasil;manufatura;Manufatura;Manufactura;;;;;;;;;
BRA05979;Brasil;;;;ZvmZb;Zvmzb;Zvmzb;;;;;;
BRA05980;Brasil;;;;;;;;;;;;
BRA05981;Brasil;;;;;;;;;;;;
BRA05982;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05983;Brasil;Vsksbdk;Vsksbdk;Vsksbdk;;;;;;;;;
BRA05984;Brasil;;;;;;;;;;;;
BRA05985;Brasil;;;;;;;;;;;;
BRA05986;Brasil;;;;;;;;;;;;
BRA05987;Brasil;Administração;Administração;Administración;;;;;;;;;
BRA05988;Brasil;;;;;;;;;;;;
BRA05989;Brasil;;;;administração;Administração;Administración;;;;;;
