"survey_Id","Country","D3_gender","Spelling"
"BRA05566","Brasil","feminino","Feminino"
"BRA05567","Brasil","Cis","Cis"
"BRA05568","Brasil","Feminino","Feminino"
"BRA05569","Brasil","Feminino","Feminino"
"BRA05570","Brasil","Feminino","Feminino"
"BRA05571","Brasil","Feminino","Feminino"
"BRA05572","Brasil","Mulher Cis","Mulher Cis"
"BRA05573","Brasil","Feminina","Feminina"
"BRA05574","Brasil","Feminino","Feminino"
"BRA05575","Brasil","Feminino","Feminino"
"BRA05576","Brasil","Masculino","Masculino"
"BRA05577","Brasil","Feminino","Feminino"
"BRA05578","Brasil","Feminino","Feminino"
"BRA05579","Brasil","Feminino","Feminino"
"BRA05580","Brasil","Feminino","Feminino"
"BRA05581","Brasil","Femimino","Feminino"
"BRA05582","Brasil","Feminino","Feminino"
"BRA05583","Brasil","Feminino","Feminino"
"BRA05584","Brasil","Feminino","Feminino"
"BRA05585","Brasil","Feminino","Feminino"
"BRA05586","Brasil","Feminino","Feminino"
"BRA05587","Brasil","Feminino","Feminino"
"BRA05588","Brasil","feminino","Feminino"
"BRA05589","Brasil","Feminino","Feminino"
"BRA05590","Brasil","Masculino","Masculino"
"BRA05591","Brasil","Feminino","Feminino"
"BRA05592","Brasil","Feminino","Feminino"
"BRA05593","Brasil","homem cis","Homem cis"
"BRA05594","Brasil","Homem","Homem"
"BRA05595","Brasil","Feminino","Feminino"
"BRA05596","Brasil","Feminino","Feminino"
"BRA05597","Brasil","Feminino","Feminino"
"BRA05598","Brasil","Feminino","Feminino"
"BRA05599","Brasil","Feminino","Feminino"
"BRA05600","Brasil","Feminino","Feminino"
"BRA05601","Brasil","Feminino","Feminino"
"BRA05602","Brasil","Feminino","Feminino"
"BRA05603","Brasil","Masculino","Masculino"
"BRA05604","Brasil","Feminino","Feminino"
"BRA05605","Brasil","Feminino","Feminino"
"BRA05606","Brasil","Feminina","Feminina"
"BRA05607","Brasil","Feminino","Feminino"
"BRA05608","Brasil","Feminino","Feminino"
"BRA05609","Brasil","Feminino","Feminino"
"BRA05610","Brasil","Homem","Homem"
"BRA05611","Brasil","Masculino","Masculino"
"BRA05612","Brasil","Masculino","Masculino"
"BRA05613","Brasil","Masculino","Masculino"
"BRA05614","Brasil","Masculino","Masculino"
"BRA05615","Brasil","Masculino","Masculino"
"BRA05616","Brasil","Feminino","Feminino"
"BRA05617","Brasil","femenino","Feminino"
"BRA05618","Brasil","Masculino","Masculino"
"BRA05619","Brasil","Masculino","Masculino"
"BRA05620","Brasil","Masculino","Masculino"
"BRA05621","Brasil","Masculino","Masculino"
"BRA05622","Brasil","Hetero","Hétero"
"BRA05623","Brasil","Masculino","Masculino"
"BRA05624","Brasil","Feminino","Feminino"
"BRA05625","Brasil","Heterossexual","Heterossexual"
"BRA05626","Brasil","Feminino","Feminino"
"BRA05627","Brasil","Masculino","Masculino"
"BRA05628","Brasil","Feminino","Feminino"
"BRA05629","Brasil","Masculino","Masculino"
"BRA05630","Brasil","Masculino","Masculino"
"BRA05631","Brasil","Heterosexual","Heterossexual"
"BRA05632","Brasil","Masculino","Masculino"
"BRA05633","Brasil","Feminino","Feminino"
"BRA05634","Brasil","Masculino","Masculino"
"BRA05635","Brasil","Masculino","Masculino"
"BRA05636","Brasil","Masculino","Masculino"
"BRA05637","Brasil","Masculino","Masculino"
"BRA05638","Brasil","Masculino","Masculino"
"BRA05639","Brasil","feminino","Feminino"
"BRA05640","Brasil","Feminino","Feminino"
"BRA05641","Brasil","Masculino","Masculino"
"BRA05642","Brasil","Feminino","Feminino"
"BRA05643","Brasil","Homem","Homem"
"BRA05644","Brasil","Masculino","Masculino"
"BRA05645","Brasil","Masculino","Masculino"
"BRA05646","Brasil","Masculino","Masculino"
"BRA05647","Brasil","Masculino","Masculino"
"BRA05648","Brasil","Masculino","Masculino"
"BRA05649","Brasil","Masculino","Masculino"
"BRA05650","Brasil","femenino","Feminino"
"BRA05651","Brasil","Masculino","Masculino"
"BRA05652","Brasil","HETEROSEXUAL","Heterossexual"
"BRA05653","Brasil","Masculino","Masculino"
"BRA05654","Brasil","Masculino","Masculino"
"BRA05655","Brasil","Heterossexual","Heterossexual"
"BRA05656","Brasil","homem","Homem"
"BRA05657","Brasil","feminino","Feminino"
"BRA05658","Brasil","Feminino","Feminino"
"BRA05659","Brasil","Feminino","Feminino"
"BRA05660","Brasil","Masculino","Masculino"
"BRA05661","Brasil","Feminino","Feminino"
"BRA05662","Brasil","Mulher","Mulher"
"BRA05663","Brasil","Masculino","Masculino"
"BRA05664","Brasil","heterosexul","Heterossexual"
"BRA05665","Brasil","Masculino","Masculino"
"BRA05666","Brasil","Masculino","Masculino"
"BRA05667","Brasil","Cisgenero","Cisgênero"
"BRA05668","Brasil","feminino","Feminino"
"BRA05669","Brasil","feminino","Feminino"
"BRA05670","Brasil","feminino","Feminino"
"BRA05671","Brasil","Feminino","Feminino"
"BRA05672","Brasil","Feminino","Feminino"
"BRA05673","Brasil","feminino","Feminino"
"BRA05674","Brasil","femenino","Feminino"
"BRA05675","Brasil","Feminino","Feminino"
"BRA05676","Brasil","Feminina","Feminina"
"BRA05677","Brasil","Hetero","Hétero"
"BRA05678","Brasil","Feminino","Feminino"
"BRA05679","Brasil","Mulher","Mulher"
"BRA05680","Brasil","Feminino","Feminino"
"BRA05681","Brasil","Masculino","Masculino"
"BRA05682","Brasil","Feminino","Feminino"
"BRA05683","Brasil","Feminino","Feminino"
"BRA05684","Brasil","Feminino","Feminino"
"BRA05685","Brasil","Feminino","Feminino"
"BRA05686","Brasil","Feminino","Feminino"
"BRA05687","Brasil","Feminino","Feminino"
"BRA05688","Brasil","Masculino","Masculino"
"BRA05689","Brasil","Masculino","Masculino"
"BRA05690","Brasil","Masculino","Masculino"
"BRA05691","Brasil","Hétero","Hétero"
"BRA05692","Brasil","Feminino","Feminino"
"BRA05693","Brasil","Masculino","Masculino"
"BRA05694","Brasil","Masculino","Masculino"
"BRA05695","Brasil","Masculino","Masculino"
"BRA05696","Brasil","Heterossexual","Heterossexual"
"BRA05697","Brasil","Masculino","Masculino"
"BRA05698","Brasil","Feminino","Feminino"
"BRA05699","Brasil","Masculino","Masculino"
"BRA05700","Brasil","Masculino","Masculino"
"BRA05701","Brasil","Masculino","Masculino"
"BRA05702","Brasil","Masculino","Masculino"
"BRA05703","Brasil","Masculino","Masculino"
"BRA05704","Brasil","Masculino","Masculino"
"BRA05705","Brasil","Masculino","Masculino"
"BRA05706","Brasil","Masculino","Masculino"
"BRA05707","Brasil","Masculino","Masculino"
"BRA05708","Brasil","Masculino","Masculino"
"BRA05709","Brasil","Femenino","Feminino"
"BRA05710","Brasil","Mulher cis","Mulher cis"
"BRA05711","Brasil","Feminino","Feminino"
"BRA05712","Brasil","feminino","Feminino"
"BRA05713","Brasil","Feminino","Feminino"
"BRA05714","Brasil","FEMININO","Feminino"
"BRA05715","Brasil","Feminino","Feminino"
"BRA05716","Brasil","Feminino","Feminino"
"BRA05717","Brasil","Mulher","Mulher"
"BRA05718","Brasil","Feminino","Feminino"
"BRA05719","Brasil","Masculino","Masculino"
"BRA05720","Brasil","feminino","Feminino"
"BRA05721","Brasil","Feminino","Feminino"
"BRA05722","Brasil","Masculino","Masculino"
"BRA05723","Brasil","Mulher cis","Mulher cis"
"BRA05724","Brasil","Heterosexual","Heterossexual"
"BRA05725","Brasil","Hetero","Hétero"
"BRA05726","Brasil","Masculino","Masculino"
"BRA05727","Brasil","Não Binare","Não binárie"
"BRA05728","Brasil","Masculino","Masculino"
"BRA05729","Brasil","Masculino","Masculino"
"BRA05730","Brasil","Masculino","Masculino"
"BRA05731","Brasil","Masculino","Masculino"
"BRA05732","Brasil","Feminino","Feminino"
"BRA05733","Brasil","mulher","Mulher"
"BRA05734","Brasil","Masculino","Masculino"
"BRA05735","Brasil","Homem","Homem"
"BRA05736","Brasil","Masculino","Masculino"
"BRA05737","Brasil","Masculino","Masculino"
"BRA05738","Brasil","Masculino","Masculino"
"BRA05739","Brasil","Homem","Homem"
"BRA05740","Brasil","Heterossexual","Heterossexual"
"BRA05741","Brasil","Masculino","Masculino"
"BRA05742","Brasil","Heterossexual","Heterossexual"
"BRA05743","Brasil","Masculino","Masculino"
"BRA05744","Brasil","Masculino","Masculino"
"BRA05745","Brasil","Masculino","Masculino"
"BRA05746","Brasil","FEMININO","Feminino"
"BRA05747","Brasil","Masculino","Masculino"
"BRA05748","Brasil","Masculino","Masculino"
"BRA05749","Brasil","Feminino","Feminino"
"BRA05750","Brasil","Hetero","Hétero"
"BRA05751","Brasil","Homem cis","Homem cis"
"BRA05752","Brasil","Masculino","Masculino"
"BRA05753","Brasil","Masculino","Masculino"
"BRA05754","Brasil","Masculino","Masculino"
"BRA05755","Brasil","Masculino","Masculino"
"BRA05756","Brasil","Masculino","Masculino"
"BRA05757","Brasil","Homem","Homem"
"BRA05758","Brasil","Masculino","Masculino"
"BRA05759","Brasil","Masculino","Masculino"
"BRA05760","Brasil","Masculino","Masculino"
"BRA05761","Brasil","Masculino","Masculino"
"BRA05762","Brasil","Masculino","Masculino"
"BRA05763","Brasil","Masculino","Masculino"
"BRA05764","Brasil","Masculino","Masculino"
"BRA05765","Brasil","Masculino","Masculino"
"BRA05766","Brasil","Feminino","Feminino"
"BRA05767","Brasil","Masculino","Masculino"
"BRA05768","Brasil","Masculino","Masculino"
"BRA05769","Brasil","Masculino","Masculino"
"BRA05770","Brasil","Feminino","Feminino"
"BRA05771","Brasil","Masculino","Masculino"
"BRA05772","Brasil","Masculino","Masculino"
"BRA05773","Brasil","Feminino","Feminino"
"BRA05774","Brasil","feminino","Feminino"
"BRA05775","Brasil","Hétero","Hétero"
"BRA05776","Brasil","feminino","Feminino"
"BRA05777","Brasil","hetero","Hétero"
"BRA05778","Brasil","Feminino","Feminino"
"BRA05779","Brasil","Feminino","Feminino"
"BRA05780","Brasil","Masculino","Masculino"
"BRA05781","Brasil","Feminino","Feminino"
"BRA05782","Brasil","Masculino","Masculino"
"BRA05783","Brasil","Masculino","Masculino"
"BRA05784","Brasil","Masculino","Masculino"
"BRA05785","Brasil","Homem Cis","Homem cis"
"BRA05786","Brasil","Masculino","Masculino"
"BRA05787","Brasil","Feminino","Feminino"
"BRA05788","Brasil","Masculino","Masculino"
"BRA05789","Brasil","Cisgênero","Cisgênero"
"BRA05790","Brasil","Masculino","Masculino"
"BRA05791","Brasil","Feminino","Feminino"
"BRA05792","Brasil","feminino","Feminino"
"BRA05793","Brasil","Masculino","Masculino"
"BRA05794","Brasil","Hétero","Hétero"
"BRA05795","Brasil","Masculino","Masculino"
"BRA05796","Brasil","Masculino","Masculino"
"BRA05797","Brasil","Feminina","Feminina"
"BRA05798","Brasil","Masculino","Masculino"
"BRA05799","Brasil","Homem","Homem"
"BRA05800","Brasil","feminino","Feminino"
"BRA05801","Brasil","Masculino","Masculino"
"BRA05802","Brasil","Feminino","Feminino"
"BRA05803","Brasil","Masculino","Masculino"
"BRA05804","Brasil","Feminino","Feminino"
"BRA05805","Brasil","Masculino","Masculino"
"BRA05806","Brasil","Masculino","Masculino"
"BRA05807","Brasil","Feminino","Feminino"
"BRA05808","Brasil","Feminino","Feminino"
"BRA05809","Brasil","HEtero","Hétero"
"BRA05810","Brasil","heterossexual","Heterossexual"
"BRA05811","Brasil","Masculino","Masculino"
"BRA05812","Brasil","Masculino","Masculino"
"BRA05813","Brasil","Mulher cis","Mulher cis"
"BRA05814","Brasil","Masculino","Masculino"
"BRA05815","Brasil","Feminino","Feminino"
"BRA05816","Brasil","Feminino","Feminino"
"BRA05817","Brasil","Masculino","Masculino"
"BRA05818","Brasil","Feminino","Feminino"
"BRA05819","Brasil","Masc","Masc"
"BRA05820","Brasil","Cisgenero","Cisgênero"
"BRA05821","Brasil","Masculino","Masculino"
"BRA05822","Brasil","Masculino","Masculino"
"BRA05823","Brasil","Masculino","Masculino"
"BRA05824","Brasil","homi","Homem"
"BRA05825","Brasil","Mulher","Mulher"
"BRA05826","Brasil","Masculino","Masculino"
"BRA05827","Brasil","Feminino","Feminino"
"BRA05828","Brasil","Masculino","Masculino"
"BRA05829","Brasil","Masculino","Masculino"
"BRA05830","Brasil","Feminina","Feminina"
"BRA05831","Brasil","heterosexual","Heterossexual"
"BRA05832","Brasil","Feminino","Feminino"
"BRA05833","Brasil","feminino normal","Feminino"
"BRA05834","Brasil","Masculino","Masculino"
"BRA05835","Brasil","Masculino","Masculino"
"BRA05836","Brasil","Masculino","Masculino"
"BRA05837","Brasil","heteresexual","Heterossexual"
"BRA05838","Brasil","Feminino","Feminino"
"BRA05839","Brasil","Feminino","Feminino"
"BRA05840","Brasil","Masculino","Masculino"
"BRA05841","Brasil","Mulher","Mulher"
"BRA05842","Brasil","Masculino","Masculino"
"BRA05843","Brasil","hetero","Hétero"
"BRA05844","Brasil","Masculino","Masculino"
"BRA05845","Brasil","Feminino","Feminino"
"BRA05846","Brasil","Feminino","Feminino"
"BRA05847","Brasil","heterossexual","Heterossexual"
"BRA05848","Brasil","FEMININO","Feminino"
"BRA05849","Brasil","Hétero","Hétero"
"BRA05850","Brasil","Feminino","Feminino"
"BRA05851","Brasil","hetero","Hétero"
"BRA05852","Brasil","Feminino","Feminino"
"BRA05853","Brasil","Feminino","Feminino"
"BRA05854","Brasil","Feminino","Feminino"
"BRA05855","Brasil","Feminino","Feminino"
"BRA05856","Brasil","Feminino","Feminino"
"BRA05857","Brasil","Homem","Homem"
"BRA05858","Brasil","Masculino","Masculino"
"BRA05859","Brasil","feminino","Feminino"
"BRA05860","Brasil","macho","Macho"
"BRA05861","Brasil","Masculino","Masculino"
"BRA05862","Brasil","Feminino","Feminino"
"BRA05863","Brasil","Feminino","Feminino"
"BRA05864","Brasil","Masculino","Masculino"
"BRA05865","Brasil","Feminino","Feminino"
"BRA05866","Brasil","Feminino","Feminino"
"BRA05867","Brasil","Mulher","Mulher"
"BRA05868","Brasil","Homem","Homem"
"BRA05869","Brasil","Masculino","Masculino"
"BRA05870","Brasil","Masculino","Masculino"
"BRA05871","Brasil","Masculino","Masculino"
"BRA05872","Brasil","Heterossexual","Heterossexual"
"BRA05873","Brasil","Feminino","Feminino"
"BRA05874","Brasil","Feminino","Feminino"
"BRA05875","Brasil","Feminina","Feminina"
"BRA05876","Brasil","Masculino","Masculino"
"BRA05877","Brasil","Masculino","Masculino"
"BRA05878","Brasil","Feminino","Feminino"
"BRA05879","Brasil","Masculino","Masculino"
"BRA05880","Brasil","Masculino","Masculino"
"BRA05881","Brasil","macho","Macho"
"BRA05882","Brasil","Feminino","Feminino"
"BRA05883","Brasil","Feminino","Feminino"
"BRA05884","Brasil","feminino","Feminino"
"BRA05885","Brasil","Masculino","Masculino"
"BRA05886","Brasil","Feminino","Feminino"
"BRA05887","Brasil","Feminino","Feminino"
"BRA05888","Brasil","Masculino","Masculino"
"BRA05889","Brasil","Masculino","Masculino"
"BRA05890","Brasil","Hetero","Hétero"
"BRA05891","Brasil","Hétero","Hétero"
"BRA05892","Brasil","Hetero","Hétero"
"BRA05893","Brasil","feminino","Feminino"
"BRA05894","Brasil","Masculino","Masculino"
"BRA05895","Brasil","Hétero","Hétero"
"BRA05896","Brasil","Feminina","Feminina"
"BRA05897","Brasil","Hetero","Hétero"
"BRA05898","Brasil","Masculino","Masculino"
"BRA05899","Brasil","Feminino","Feminino"
"BRA05900","Brasil","Heterossexual","Heterossexual"
"BRA05901","Brasil","Feminino","Feminino"
"BRA05902","Brasil","Feminino","Feminino"
"BRA05903","Brasil","feminino","Feminino"
"BRA05904","Brasil","Feminino","Feminino"
"BRA05905","Brasil","mulher","Mulher"
"BRA05906","Brasil","feminino","Feminino"
"BRA05907","Brasil","homem","Homem"
"BRA05908","Brasil","Masculino","Masculino"
"BRA05909","Brasil","Masculino","Masculino"
"BRA05910","Brasil","Mulher","Mulher"
"BRA05911","Brasil","Feminina","Feminina"
"BRA05912","Brasil","Feminino","Feminino"
"BRA05913","Brasil","Masculino","Masculino"
"BRA05914","Brasil","Masculino","Masculino"
"BRA05915","Brasil","Masculino","Masculino"
"BRA05916","Brasil","Feminino","Feminino"
"BRA05917","Brasil","Demosexual","Demissexual"
"BRA05918","Brasil","Feminino","Feminino"
"BRA05919","Brasil","Feminino","Feminino"
"BRA05920","Brasil","Feminino","Feminino"
"BRA05921","Brasil","Feminino","Feminino"
"BRA05922","Brasil","Hétero","Hétero"
"BRA05923","Brasil","Feminino","Feminino"
"BRA05924","Brasil","feminino","Feminino"
"BRA05925","Brasil","Masculino","Masculino"
"BRA05926","Brasil","Masculino","Masculino"
"BRA05927","Brasil","Masculino","Masculino"
"BRA05928","Brasil","Hétero","Hétero"
"BRA05929","Brasil","Masculino","Masculino"
"BRA05930","Brasil","Masculino","Masculino"
"BRA05931","Brasil","Masculino","Masculino"
"BRA05932","Brasil","feminino","Feminino"
"BRA05933","Brasil","Feminino","Feminino"
"BRA05934","Brasil","Mulher","Mulher"
"BRA05935","Brasil","Masculino","Masculino"
"BRA05936","Brasil","Masculino","Masculino"
"BRA05937","Brasil","Hétero","Hétero"
"BRA05938","Brasil","feminino","Feminino"
"BRA05939","Brasil","Feminino","Feminino"
"BRA05940","Brasil","Feminino","Feminino"
"BRA05941","Brasil","Hetero","Hétero"
"BRA05942","Brasil","Masculino","Masculino"
"BRA05943","Brasil","Masculino","Masculino"
"BRA05944","Brasil","Heterosexual","Heterossexual"
"BRA05945","Brasil","Feminino","Feminino"
"BRA05946","Brasil","Feminino","Feminino"
"BRA05947","Brasil","Feminino","Feminino"
"BRA05948","Brasil","Feminino","Feminino"
"BRA05949","Brasil","Hetero","Hétero"
"BRA05950","Brasil","Feminino","Feminino"
"BRA05951","Brasil","feminino","Feminino"
"BRA05952","Brasil","Masculino","Masculino"
"BRA05953","Brasil","Hétero","Hétero"
"BRA05954","Brasil","Cisgênero","Cisgênero"
"BRA05955","Brasil","Masculino","Masculino"
"BRA05956","Brasil","Hetero","Hétero"
"BRA05957","Brasil","Masculino","Masculino"
"BRA05958","Brasil","Feminino","Feminino"
"BRA05959","Brasil","Masculino","Masculino"
"BRA05960","Brasil","feminino","Feminino"
"BRA05961","Brasil","Feminino","Feminino"
"BRA05962","Brasil","Feminino né","Feminino"
"BRA05963","Brasil","Hétero","Hétero"
"BRA05964","Brasil","Masculino","Masculino"
"BRA05965","Brasil","Feminino","Feminino"
"BRA05966","Brasil","Hétero","Hétero"
"BRA05967","Brasil","Hetero","Hétero"
"BRA05968","Brasil","Feminino","Feminino"
"BRA05969","Brasil","Hétero","Hétero"
"BRA05970","Brasil","Feminino","Feminino"
"BRA05971","Brasil","Masculino","Masculino"
"BRA05972","Brasil","Masculino","Masculino"
"BRA05973","Brasil","Hetero","Hétero"
"BRA05974","Brasil","heterossexual","Heterossexual"
"BRA05975","Brasil","Masculino","Masculino"
"BRA05976","Brasil","Feminino","Feminino"
"BRA05977","Brasil","Feminino","Feminino"
"BRA05978","Brasil","Masculino","Masculino"
"BRA05979","Brasil","Hétero","Hétero"
"BRA05980","Brasil","Feminino","Feminino"
"BRA05981","Brasil","Masculino","Masculino"
"BRA05982","Brasil","Masculino","Masculino"
"BRA05983","Brasil","Masculino","Masculino"
"BRA05984","Brasil","feminino","Feminino"
"BRA05985","Brasil","Masculino","Masculino"
"BRA05986","Brasil","Feminino","Feminino"
"BRA05987","Brasil","Masculino","Masculino"
"BRA05988","Brasil","MULHER","Mulher"
"BRA05989","Brasil","feminino","Feminino"
"BRA05990","Brasil","Hétero","Hétero"
"BRA05991","Brasil","Feminino","Feminino"
"BRA05992","Brasil","feminino","Feminino"
"BRA05993","Brasil","Hétero","Hétero"
"BRA05994","Brasil","feminino","Feminino"
"BRA05995","Brasil","Hetero","Hétero"
"BRA05996","Brasil","Feminino","Feminino"
"BRA05997","Brasil","Feminino","Feminino"
"BRA05998","Brasil","Masc","Masc"
"BRA05999","Brasil","Masculino","Masculino"
"BRA06000","Brasil","feminino","Feminino"
"BRA06001","Brasil","Cisgenero","Cisgênero"
"BRA06002","Brasil","feminino","Feminino"
"BRA06003","Brasil","Masculino","Masculino"
"BRA06004","Brasil","feminino","Feminino"
"BRA06005","Brasil","Masculino","Masculino"
"BRA06006","Brasil","Masculino","Masculino"
"BRA06007","Brasil","Masculino","Masculino"
"BRA06008","Brasil","Feminino","Feminino"
"BRA06009","Brasil","Masculino","Masculino"
"BRA06010","Brasil","feminino","Feminino"
"BRA06011","Brasil","Feminino","Feminino"
"BRA06012","Brasil","Feminino","Feminino"
"BRA06013","Brasil","feminino","Feminino"
"BRA06014","Brasil","Masculino","Masculino"
"BRA06015","Brasil","HOMEM","Homem"
"BRA06016","Brasil","feminino","Feminino"
"BRA06017","Brasil","Masculino","Masculino"
"BRA06018","Brasil","Feminino","Feminino"
"BRA06019","Brasil","Feminino","Feminino"
"BRA06020","Brasil","Hetero","Hétero"
"BRA06021","Brasil","Masculino","Masculino"
"BRA06022","Brasil","Feminino","Feminino"
"BRA06023","Brasil","Feminino","Feminino"
"BRA06024","Brasil","Masculino","Masculino"
"BRA06025","Brasil","feminino","Feminino"
"BRA06026","Brasil","Feminino","Feminino"
"BRA06027","Brasil","Homem","Homem"
"BRA06028","Brasil","Feminino","Feminino"
"BRA06029","Brasil","Heterossexual","Heterossexual"
"BRA06030","Brasil","Feminino","Feminino"
"BRA06031","Brasil","Feminino","Feminino"
"BRA06032","Brasil","Feminino","Feminino"
"BRA06033","Brasil","Feminino","Feminino"
"BRA06034","Brasil","Feminino","Feminino"
"BRA06035","Brasil","Masculino","Masculino"
"BRA06036","Brasil","FEMININO","Feminino"
"BRA06037","Brasil","Feminino","Feminino"
"BRA06038","Brasil","Feminino","Feminino"
"BRA06039","Brasil","Masculino","Masculino"
"BRA06040","Brasil","Feminino","Feminino"
"BRA06041","Brasil","Feminino","Feminino"
"BRA06042","Brasil","feminino","Feminino"
"BRA06043","Brasil","Feminino","Feminino"
"BRA06044","Brasil","Masculino","Masculino"
"BRA06045","Brasil","Masculino","Masculino"
"BRA06046","Brasil","Masculino","Masculino"
"BRA06047","Brasil","Masculino","Masculino"
"BRA06048","Brasil","feminino","Feminino"
"BRA06049","Brasil","Masculino","Masculino"
"BRA06050","Brasil","Masculino","Masculino"
"BRA06051","Brasil","Feminino","Feminino"
"BRA06052","Brasil","Feminino","Feminino"
"BRA06053","Brasil","FEMININO","Feminino"
"BRA06054","Brasil","Feminino","Feminino"
"BRA06055","Brasil","Feminino","Feminino"
"BRA06056","Brasil","Feminino","Feminino"
"BRA06057","Brasil","Masculino","Masculino"
"BRA06058","Brasil","Hétero","Hétero"
"BRA06059","Brasil","Feminino","Feminino"
"BRA06060","Brasil","Masculino","Masculino"
"BRA06061","Brasil","Masculino","Masculino"
"BRA06062","Brasil","Hétero","Hétero"
"BRA06063","Brasil","feminino","Feminino"
"BRA06064","Brasil","Hetero","Hétero"
"BRA06065","Brasil","Feminino","Feminino"
"BRA06066","Brasil","Masculino","Masculino"
"BRA06067","Brasil","feminino","Feminino"
"BRA06068","Brasil","Feminino","Feminino"
"BRA06069","Brasil","Feminino","Feminino"
"BRA06070","Brasil","Feminino","Feminino"
"BRA06071","Brasil","Ela","Ela"
"BRA06072","Brasil","Masculino","Masculino"
"BRA06073","Brasil","Feminino","Feminino"
"BRA06074","Brasil","Feminino","Feminino"
"BRA06075","Brasil","feminino","Feminino"
"BRA06076","Brasil","FEMININO","Feminino"
"BRA06077","Brasil","Feminino","Feminino"
"BRA06078","Brasil","Feminino","Feminino"
"BRA06079","Brasil","Feminino","Feminino"
"BRA06080","Brasil","Masculino","Masculino"
"BRA06081","Brasil","Masculino","Masculino"
"BRA06082","Brasil","feminino","Feminino"
"BRA06083","Brasil","Feminino","Feminino"
"BRA06084","Brasil","Feminino","Feminino"
"BRA06085","Brasil","Femino","Feminino"
"BRA06086","Brasil","Masculino","Masculino"
"BRA06087","Brasil","Masculino","Masculino"
"BRA06088","Brasil","Masculino","Masculino"
"BRA06089","Brasil","Feminino","Feminino"
"BRA06090","Brasil","feminina","Feminina"
"BRA06091","Brasil","Feminino","Feminino"
"BRA06092","Brasil","Feminino","Feminino"
"BRA06093","Brasil","feminino","Feminino"
"BRA06094","Brasil","Homem","Homem"
"BRA06095","Brasil","Feminino","Feminino"
"BRA06096","Brasil","Feminino","Feminino"
"BRA06097","Brasil","Feminino","Feminino"
"BRA06098","Brasil","Masculino","Masculino"
"BRA06099","Brasil","hetero","Hétero"
"BRA06100","Brasil","Masculino","Masculino"
"BRA06101","Brasil","Feminino","Feminino"
"BRA06102","Brasil","Hetero","Hétero"
"BRA06103","Brasil","Feminino","Feminino"
"BRA06104","Brasil","feminino","Feminino"
"BRA06105","Brasil","Feminino","Feminino"
"BRA06106","Brasil","Hétero","Hétero"
"BRA06107","Brasil","Feminino","Feminino"
"BRA06108","Brasil","Mulher cisgenero","Mulher cisgenero"
"BRA06109","Brasil","Feminino","Feminino"
"BRA06110","Brasil","femenino","Feminino"
"BRA06111","Brasil","hetero","Hétero"
"BRA06112","Brasil","feminino","Feminino"
"BRA06113","Brasil","MULHER","Mulher"
"BRA06114","Brasil","BISSEXUAL","Bissexual"
"BRA06115","Brasil","Feminino","Feminino"
"BRA06116","Brasil","Feminino","Feminino"
"BRA06117","Brasil","man","Homem"
"BRA06118","Brasil","Mulher","Mulher"
"BRA06119","Brasil","Masculino","Masculino"
"BRA06120","Brasil","feminino","Feminino"
"BRA06121","Brasil","Feminino","Feminino"
"BRA06122","Brasil","feminino","Feminino"
"BRA06123","Brasil","Feminino","Feminino"
"BRA06124","Brasil","Mulher cis","Mulher cis"
"BRA06125","Brasil","Femea","Fêmea"
"BRA06126","Brasil","mulher","Mulher"
"BRA06127","Brasil","Hetero","Hétero"
"BRA06128","Brasil","",""
"BRA06129","Brasil","mulher","Mulher"
"BRA06130","Brasil","Feminino","Feminino"
"BRA06131","Brasil","feminino","Feminino"
"BRA06132","Brasil","Feminino","Feminino"
"BRA06133","Brasil","FEMININO","Feminino"
"BRA06134","Brasil","Masculino","Masculino"
"BRA06135","Brasil","Só existe homem ou mulher","Só existe homem ou mulher"
"BRA06136","Brasil","Homossexual","Homossexual"
"BRA06137","Brasil","Masculino","Masculino"
"BRA06138","Brasil","Feminina","Feminina"
"BRA06139","Brasil","Hetero","Hétero"
"BRA06140","Brasil","Feminino","Feminino"
"BRA06141","Brasil","Feminino","Feminino"
"BRA06142","Brasil","Masculino","Masculino"
"BRA06143","Brasil","Homem","Homem"
"BRA06144","Brasil","Masculino","Masculino"
"BRA06145","Brasil","Feminino","Feminino"
"BRA06146","Brasil","Masculino","Masculino"
"BRA06147","Brasil","Masculino","Masculino"
"BRA06148","Brasil","Feminino","Feminino"
"BRA06149","Brasil","Heterossexual","Heterossexual"
"BRA06150","Brasil","mulher","Mulher"
"BRA06151","Brasil","Masculino","Masculino"
"BRA06152","Brasil","Masculino","Masculino"
"BRA06153","Brasil","Feminino","Feminino"
"BRA06154","Brasil","Feminino","Feminino"
"BRA06155","Brasil","Masculino","Masculino"
"BRA06156","Brasil","Masculino","Masculino"
"BRA06157","Brasil","Masculino","Masculino"
"BRA06158","Brasil","Feminino","Feminino"
"BRA06159","Brasil","Feminino","Feminino"
"BRA06160","Brasil","Feminino","Feminino"
"BRA06161","Brasil","Feminino","Feminino"
"BRA06162","Brasil","Masculino","Masculino"
"BRA06163","Brasil","cisgenero","Cisgênero"
"BRA06164","Brasil","feminino","Feminino"
"BRA06165","Brasil","Masculino","Masculino"
"BRA06166","Brasil","Feminino","Feminino"
"BRA06167","Brasil","homem","Homem"
"BRA06168","Brasil","Heterosexual","Heterossexual"
"BRA06169","Brasil","Masculino","Masculino"
"BRA06170","Brasil","Masculino","Masculino"
