survey_Id;Country;D3_gender;Spelling ;Translate_ES;Synonyms;Contextualization;SOGIE;SOGIE_Classification
BRA05382;Brasil;feminimo;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05383;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05384;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05385;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05386;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05387;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05388;Brasil;Cisgenero;Cisgênero;Cisgénero;Cisgénero;Cisgénero;Cisgénero;Identidad de género
BRA05389;Brasil;heterosexual;Heterossexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05390;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05391;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05392;Brasil;Feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05393;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05394;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05395;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05396;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05397;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05398;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05399;Brasil;Homem;Homem;Hombre;Masculino;Masculino;Cisgénero;Identidad de género
BRA05400;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05401;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05402;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05403;Brasil;cisgenero;Cisgênero;Cisgénero;Cisgénero;Cisgénero;Cisgénero;Identidad de género
BRA05404;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05405;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05406;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05407;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05408;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05409;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05410;Brasil;Nenhum;Nenhum;Ninguno;Ninguno;Ninguno;No binario;Identidad de género
BRA05411;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05412;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05413;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05414;Brasil;Mulher;Mulher;Mujer;Femenino;Femenino;Cisgénero;Identidad de género
BRA05415;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05416;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05417;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05418;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05419;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05420;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05421;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05422;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05423;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05424;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05425;Brasil;Cisgenero;Cisgênero;Cisgénero;Cisgénero;Cisgénero;Cisgénero;Identidad de género
BRA05426;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05427;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05428;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05429;Brasil;Cisgenero;Cisgênero;Cisgénero;Cisgénero;Cisgénero;Cisgénero;Identidad de género
BRA05430;Brasil;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05431;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05432;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05433;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05434;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05435;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05436;Brasil;Femenino;Femenino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05437;Brasil;Homem;Homem;Hombre;Masculino;Masculino;Cisgénero;Identidad de género
BRA05438;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05439;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05440;Brasil;Feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05441;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05442;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05443;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05444;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05445;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05446;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05447;Brasil;Homem;Homem;Hombre;Masculino;Masculino;Cisgénero;Identidad de género
BRA05448;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05449;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05450;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05451;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05452;Brasil;Femenino;Femenino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05453;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05454;Brasil;Homem;Homem;Hombre;Masculino;Masculino;Cisgénero;Identidad de género
BRA05455;Brasil;Homem Cis.;Homem cisgênero;Hombre cisgénero;Masculino;Masculino;Cisgénero;Identidad de género
BRA05456;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05457;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05458;Brasil;Feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05459;Brasil;Hetero;Hétero;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05460;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05461;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05462;Brasil;Hétero;Hétero;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05463;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05464;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05465;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05466;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05467;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05468;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05469;Brasil;hetero;Hétero;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05470;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05471;Brasil;Hétero;Hétero;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05472;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05473;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05474;Brasil;Feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05475;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05476;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05477;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05478;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05479;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05480;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05481;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05482;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05483;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05484;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05485;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05486;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05487;Brasil;Heterossexual;Heterossexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05488;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05489;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05490;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05491;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05492;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05493;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05494;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05495;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05496;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05497;Brasil;Cisgenero;Cisgênero;Cisgénero;Cisgénero;Cisgénero;Cisgénero;Identidad de género
BRA05498;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05499;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05500;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05501;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05502;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05503;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05504;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05505;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05506;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05507;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05508;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05509;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05510;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05511;Brasil;Femenino;Femenino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05512;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05513;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05514;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05515;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05516;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05517;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05518;Brasil;feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05519;Brasil;Mulher cisgênero;Mulher cisgênero;Mujer cisgénero;Femenino;Femenino;Cisgénero;Identidad de género
BRA05520;Brasil;Cisgênero;Cisgênero;Cisgénero;Cisgénero;Cisgénero;Cisgénero;Identidad de género
BRA05521;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05522;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05523;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05524;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05525;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05526;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05527;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05528;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05529;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05530;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05531;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05532;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05533;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05534;Brasil;Feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05535;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05536;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05537;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05538;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05539;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05540;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05541;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05542;Brasil;Heterossexual;Heterossexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05543;Brasil;hetero;Hétero;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05544;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05545;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05546;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05547;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05548;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05549;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05550;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05551;Brasil;mulher;Mulher;Mujer;Femenino;Femenino;Cisgénero;Identidad de género
BRA05552;Brasil;Homem;Homem;Hombre;Masculino;Masculino;Cisgénero;Identidad de género
BRA05553;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05554;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05555;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05556;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05557;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05558;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05559;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05560;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05561;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05562;Brasil;Feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05563;Brasil;Heterossexual;Heterossexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05564;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05565;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05566;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05567;Brasil;Cis;Cisgênero;Cisgénero;Cisgénero;Cisgénero;Cisgénero;Identidad de género
BRA05568;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05569;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05570;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05571;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05572;Brasil;Mulher Cis;Mulher cisgênero;Mujer cisgénero;Femenino;Femenino;Cisgénero;Identidad de género
BRA05573;Brasil;Feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05574;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05575;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05576;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05577;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05578;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05579;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05580;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05581;Brasil;Femimino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05582;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05583;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05584;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05585;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05586;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05587;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05588;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05589;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05590;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05591;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05592;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05593;Brasil;homem cis;Homem cisgênero;Hombre cisgénero;Masculino;Masculino;Cisgénero;Identidad de género
BRA05594;Brasil;Homem;Homem;Hombre;Masculino;Masculino;Cisgénero;Identidad de género
BRA05595;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05596;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05597;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05598;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05599;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05600;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05601;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05602;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05603;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05604;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05605;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05606;Brasil;Feminina;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05607;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05608;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05609;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05610;Brasil;Homem;Homem;Hombre;Masculino;Masculino;Cisgénero;Identidad de género
BRA05611;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05612;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05613;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05614;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05615;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05616;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05617;Brasil;femenino;Femenino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05618;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05619;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05620;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05621;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05622;Brasil;Hetero;Hétero;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05623;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05624;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05625;Brasil;Heterossexual;Heterossexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05626;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05627;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05628;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05629;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05630;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05631;Brasil;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05632;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05633;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05634;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05635;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05636;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05637;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05638;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05639;Brasil;feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05640;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05641;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05642;Brasil;Feminino;Feminino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05643;Brasil;Homem;Homem;Hombre;Masculino;Masculino;Cisgénero;Identidad de género
BRA05644;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05645;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05646;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05647;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05648;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05649;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05650;Brasil;femenino;Femenino;Femenino;Femenino;Femenino;Cisgénero;Identidad de género
BRA05651;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05652;Brasil;HETEROSEXUAL;Heterossexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
BRA05653;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05654;Brasil;Masculino;Masculino;Masculino;Masculino;Masculino;Cisgénero;Identidad de género
BRA05655;Brasil;Heterossexual;Heterossexual;Heterosexual;Heterosexual;Heterosexual;Heterosexual;Orientación sexual
