survey_Id;Country;D11_O_professional_area_other;D11_O_professional_area_other_spelling;D11_O_professional_area_other_translate_es
BRA05595;Brasil;Restaurante;Restaurante;Restaurante
BRA05596;Brasil;;;
BRA05597;Brasil;;;
BRA05598;Brasil;;;
BRA05599;Brasil;;;
BRA05600;Brasil;;;
BRA05601;Brasil;;;
BRA05602;Brasil;;;
BRA05603;Brasil;;;
BRA05604;Brasil;;;
BRA05605;Brasil;;;
BRA05606;Brasil;;;
BRA05607;Brasil;Saúde e beleza;Saúde e Beleza;Salud y Belleza
BRA05608;Brasil;;;
BRA05609;Brasil;;;
BRA05610;Brasil;;;
BRA05611;Brasil;;;
BRA05612;Brasil;;;
BRA05613;Brasil;;;
BRA05614;Brasil;Desempregado;Desempregado(a);Desempleado(a)
BRA05615;Brasil;Vendas;Vendas;Ventas
BRA05616;Brasil;;;
BRA05617;Brasil;;;
BRA05618;Brasil;;;
BRA05619;Brasil;;;
BRA05620;Brasil;;;
BRA05621;Brasil;;;
BRA05622;Brasil;;;
BRA05623;Brasil;;;
BRA05624;Brasil;;;
BRA05625;Brasil;;;
BRA05626;Brasil;;;
BRA05627;Brasil;;;
BRA05628;Brasil;Serviços Empresariais;Serviços Empresariais;Servicios Empresariales
BRA05629;Brasil;;;
BRA05630;Brasil;;;
BRA05631;Brasil;;;
BRA05632;Brasil;;;
BRA05633;Brasil;;;
BRA05634;Brasil;;;
BRA05635;Brasil;;;
BRA05636;Brasil;;;
BRA05637;Brasil;;;
BRA05638;Brasil;;;
BRA05639;Brasil;;;
BRA05640;Brasil;;;
BRA05641;Brasil;;;
BRA05642;Brasil;;;
BRA05643;Brasil;;;
BRA05644;Brasil;Fotógrafo;Fotógrafo(a);Fotógrafo(a)
BRA05645;Brasil;;;
BRA05646;Brasil;;;
BRA05647;Brasil;;;
BRA05648;Brasil;;;
BRA05649;Brasil;;;
BRA05650;Brasil;;;
BRA05651;Brasil;;;
BRA05652;Brasil;;;
BRA05653;Brasil;;;
BRA05654;Brasil;Saúde;Saúde;Salud
BRA05655;Brasil;;;
BRA05656;Brasil;;;
BRA05657;Brasil;;;
BRA05658;Brasil;;;
BRA05659;Brasil;;;
BRA05660;Brasil;;;
BRA05661;Brasil;;;
BRA05662;Brasil;;;
BRA05663;Brasil;;;
BRA05664;Brasil;;;
BRA05665;Brasil;;;
BRA05666;Brasil;Desempregado;Desempregado(a);Desempleado(a)
BRA05667;Brasil;Comercio;Comercio;Comercio
BRA05668;Brasil;Entretenimento;Entretenimento;Entretenimiento
BRA05669;Brasil;recepcao;Recepção;Recepción
BRA05670;Brasil;;;
BRA05671;Brasil;;;
BRA05672;Brasil;Rh;Recursos Humanos;Recursos Humanos
BRA05673;Brasil;saude;Saúde;Salud
BRA05674;Brasil;;;
BRA05675;Brasil;;;
BRA05676;Brasil;Saúde;Saúde;Salud
BRA05677;Brasil;;;
BRA05678;Brasil;;;
BRA05679;Brasil;Doméstico;Serviços Domésticos;Servicios Domésticos
BRA05680;Brasil;;;
BRA05681;Brasil;;;
BRA05682;Brasil;;;
BRA05683;Brasil;;;
BRA05684;Brasil;Fotografia e digitação;Fotografia e Digitação;Fotografía y Digitalización
BRA05685;Brasil;;;
BRA05686;Brasil;;;
BRA05687;Brasil;Imobiliário;Imobiliário;Inmobiliario
BRA05688;Brasil;;;
BRA05689;Brasil;;;
BRA05690;Brasil;não estou;Não Informado;No Informado
BRA05691;Brasil;;;
BRA05692;Brasil;Estudante;Estudante;Estudiante
BRA05693;Brasil;;;
BRA05694;Brasil;;;
BRA05695;Brasil;Saneamento;Saneamento;Saneamiento
BRA05696;Brasil;;;
BRA05697;Brasil;;;
BRA05698;Brasil;;;
BRA05699;Brasil;Têxtil;Setor Têxtil;Setor Textil
BRA05700;Brasil;;;
BRA05701;Brasil;;;
BRA05702;Brasil;Telemarketing;Telemarketing;Telemarketing
BRA05703;Brasil;;;
BRA05704;Brasil;;;
BRA05705;Brasil;;;
BRA05706;Brasil;;;
BRA05707;Brasil;;;
BRA05708;Brasil;;;
BRA05709;Brasil;;;
BRA05710;Brasil;Pesquisa de desenvolvimento;Pesquisa e Desenvolvimento;Investigación y Desarrollo
BRA05711;Brasil;;;
BRA05712;Brasil;;;
BRA05713;Brasil;;;
BRA05714;Brasil;Negócios;Negócios;Negocios
BRA05715;Brasil;;;
BRA05716;Brasil;;;
BRA05717;Brasil;;;
BRA05718;Brasil;;;
BRA05719;Brasil;Teleatendimento;Teleatendimento;Teleatención
BRA05720;Brasil;Ciencias da saúde;Ciências da Saúde;Ciencias de la Salud
BRA05721;Brasil;;;
BRA05722;Brasil;;;
BRA05723;Brasil;;;
BRA05724;Brasil;;;
BRA05725;Brasil;;;
BRA05726;Brasil;;;
BRA05727;Brasil;Farmácia Magistral;Farmácia Magistral;Farmacia Magistral
BRA05728;Brasil;;;
BRA05729;Brasil;;;
BRA05730;Brasil;Saúde;Saúde;Salud
BRA05731;Brasil;;;
BRA05732;Brasil;;;
BRA05733;Brasil;;;
BRA05734;Brasil;;;
BRA05735;Brasil;;;
BRA05736;Brasil;;;
BRA05737;Brasil;;;
BRA05738;Brasil;;;
BRA05739;Brasil;Academia de ginástica;Academia de Ginástica;Academia de Gimnasia
BRA05740;Brasil;;;
BRA05741;Brasil;Chef de cozinha;Chef de Cozinha;Chef de Cocina
BRA05742;Brasil;;;
BRA05743;Brasil;;;
BRA05744;Brasil;Saneamento Básico;Saneamento Básico;Saneamiento Básico
BRA05745;Brasil;;;
BRA05746;Brasil;;;
BRA05747;Brasil;;;
BRA05748;Brasil;;;
BRA05749;Brasil;Saúde;Saúde;Salud
BRA05750;Brasil;;;
BRA05751;Brasil;Varejo Supermercadista;Varejo Supermercadista;Minorista Supermercadista
BRA05752;Brasil;;;
BRA05753;Brasil;;;
BRA05754;Brasil;;;
BRA05755;Brasil;Só estudo;Estudante;Estudiante
BRA05756;Brasil;;;
BRA05757;Brasil;Atacado & Varejo;Atacado e Varejo;Mayorista y Minorista
BRA05758;Brasil;;;
BRA05759;Brasil;;;
BRA05760;Brasil;;;
BRA05761;Brasil;;;
BRA05762;Brasil;;;
BRA05763;Brasil;;;
BRA05764;Brasil;;;
BRA05765;Brasil;;;
BRA05766;Brasil;estudante;Estudante;Estudiante
BRA05767;Brasil;Contabilidade;Contabilidade;Contabilidad
BRA05768;Brasil;;;
BRA05769;Brasil;Saude;Saúde;Salud
BRA05770;Brasil;;;
BRA05771;Brasil;;;
BRA05772;Brasil;;;
BRA05773;Brasil;Saúde;Saúde;Salud
BRA05774;Brasil;;;
BRA05775;Brasil;Nenhuma dessas opções;Nenhuma Profissão Informada;Ninguna Profesión Informada
BRA05776;Brasil;;;
BRA05777;Brasil;CARTÓRIO;Cartório;Notaría
BRA05778;Brasil;;;
BRA05779;Brasil;;;
BRA05780;Brasil;;;
BRA05781;Brasil;;;
BRA05782;Brasil;;;
BRA05783;Brasil;;;
BRA05784;Brasil;;;
BRA05785;Brasil;Não estou trabalhando;Não Trabalho;No Trabajo
BRA05786;Brasil;;;
BRA05787;Brasil;;;
BRA05788;Brasil;;;
BRA05789;Brasil;Micro empreendedor individual;Microempreendedor Individual (MEI);Microemprendedor Individual (MEI)
BRA05790;Brasil;;;
BRA05791;Brasil;;;
BRA05792;Brasil;;;
BRA05793;Brasil;Financeiro;Financeiro;Financiero
BRA05794;Brasil;Manutenção;Manutenção;Mantenimiento
BRA05795;Brasil;;;
BRA05796;Brasil;;;
BRA05797;Brasil;;;
BRA05798;Brasil;;;
BRA05799;Brasil;;;
BRA05800;Brasil;;;
BRA05801;Brasil;;;
BRA05802;Brasil;;;
BRA05803;Brasil;Jurídico;Jurídico;Jurídico
BRA05804;Brasil;;;
BRA05805;Brasil;;;
BRA05806;Brasil;;;
BRA05807;Brasil;Financeiro;Financeiro;Financiero
BRA05808;Brasil;;;
BRA05809;Brasil;;;
BRA05810;Brasil;;;
BRA05811;Brasil;;;
BRA05812;Brasil;;;
BRA05813;Brasil;;;
BRA05814;Brasil;;;
BRA05815;Brasil;;;
BRA05816;Brasil;;;
BRA05817;Brasil;;;
BRA05818;Brasil;Varejo e atendimento ao cliente;Varejo e Atendimento ao Cliente;Minorista y Atención al Cliente
BRA05819;Brasil;;;
BRA05820;Brasil;;;
BRA05821;Brasil;;;
BRA05822;Brasil;Financeiro;Financeiro;Financiero
BRA05823;Brasil;;;
BRA05824;Brasil;;;
BRA05825;Brasil;;;
BRA05826;Brasil;;;
BRA05827;Brasil;;;
BRA05828;Brasil;;;
BRA05829;Brasil;;;
BRA05830;Brasil;;;
BRA05831;Brasil;;;
BRA05832;Brasil;;;
BRA05833;Brasil;;;
BRA05834;Brasil;;;
BRA05835;Brasil;;;
BRA05836;Brasil;;;
BRA05837;Brasil;;;
BRA05838;Brasil;;;
BRA05839;Brasil;;;
BRA05840;Brasil;Nenhum;Não Informado;No Informado
BRA05841;Brasil;Estudante;Estudante;Estudiante
BRA05842;Brasil;;;
BRA05843;Brasil;;;
BRA05844;Brasil;;;
BRA05845;Brasil;;;
BRA05846;Brasil;;;
BRA05847;Brasil;Segurança;Segurança;Seguridad
BRA05848;Brasil;;;
BRA05849;Brasil;Saúde;Saúde;Salud
BRA05850;Brasil;;;
BRA05851;Brasil;ti;TI (Tecnologia da Informação);TI (Tecnologia de la Información)
BRA05852;Brasil;;;
BRA05853;Brasil;;;
BRA05854;Brasil;;;
BRA05855;Brasil;Saúde;Saúde;Salud
BRA05856;Brasil;;;
BRA05857;Brasil;;;
BRA05858;Brasil;;;
BRA05859;Brasil;alimentação;Alimentação;Alimentación
BRA05860;Brasil;;;
BRA05861;Brasil;;;
BRA05862;Brasil;Tecnologia da informação;Tecnologia da Informação;Tecnologia de la Información
BRA05863;Brasil;;;
BRA05864;Brasil;Banco e finanças;Banco e Finanças;Banco y Finanzas
BRA05865;Brasil;;;
BRA05866;Brasil;;;
BRA05867;Brasil;Varejo;Varejo;Minorista
BRA05868;Brasil;;;
BRA05869;Brasil;Restaurante;Restaurante;Restaurante
BRA05870;Brasil;;;
BRA05871;Brasil;;;
BRA05872;Brasil;;;
BRA05873;Brasil;Varejo;Varejo;Minorista
BRA05874;Brasil;;;
BRA05875;Brasil;;;
BRA05876;Brasil;Banco e finanças;Banco e Finanças;Banco y Finanzas
BRA05877;Brasil;;;
BRA05878;Brasil;;;
BRA05879;Brasil;;;
BRA05880;Brasil;;;
BRA05881;Brasil;;;
BRA05882;Brasil;;;
BRA05883;Brasil;ESTÉTICA;Estética;Estética
BRA05884;Brasil;;;
BRA05885;Brasil;Pesquisa;Pesquisa;Investigación
BRA05886;Brasil;Comércio;Comércio;Comercio
BRA05887;Brasil;;;
BRA05888;Brasil;;;
BRA05889;Brasil;;;
BRA05890;Brasil;Vznzzb;Não Informado;No Informado
BRA05891;Brasil;VzMzn;Não Informado;No Informado
BRA05892;Brasil;Bddjsb;Não Informado;No Informado
BRA05893;Brasil;Serviços;Serviços;Servicios
BRA05894;Brasil;;;
BRA05895;Brasil;Vzznzb;Não Informado;No Informado
BRA05896;Brasil;Contabilidades de finanças;Contabilidade e Finanças;Contabilidad y Finanzas
BRA05897;Brasil;Vzjzzn;Não Informado;No Informado
BRA05898;Brasil;;;
BRA05899;Brasil;;;
BRA05900;Brasil;;;
BRA05901;Brasil;;;
BRA05902;Brasil;;;
BRA05903;Brasil;;;
BRA05904;Brasil;;;
BRA05905;Brasil;industria;Indústria;Industria
BRA05906;Brasil;psicologia;Psicologia;Psicología
BRA05907;Brasil;;;
BRA05908;Brasil;Saúde;Saúde;Salud
BRA05909;Brasil;SEGURIDADE;Seguridade;Seguridad Social
BRA05910;Brasil;Química;Química;Química
BRA05911;Brasil;Administração privada;Administração Privada;Administración Privada
BRA05912;Brasil;;;
BRA05913;Brasil;;;
BRA05914;Brasil;;;
BRA05915;Brasil;;;
BRA05916;Brasil;Zvznxb;Não Informado;No Informado
BRA05917;Brasil;;;
BRA05918;Brasil;Administração;Administração;Administración
BRA05919;Brasil;Saúde;Saúde;Salud
BRA05920;Brasil;Saúde;Saúde;Salud
BRA05921;Brasil;;;
BRA05922;Brasil;Tá bom então e;Não Informado;No Informado
BRA05923;Brasil;Setor publico;Setor Público;Setor Público
BRA05924;Brasil;;;
BRA05925;Brasil;;;
BRA05926;Brasil;Consultório;Consultório;Consultorio
BRA05927;Brasil;;;
BRA05928;Brasil;Bzznxn;Não Informado;No Informado
BRA05929;Brasil;;;
BRA05930;Brasil;ANALISTA FISCAL;Analista Fiscal;Analista Fiscal
BRA05931;Brasil;;;
BRA05932;Brasil;;;
BRA05933;Brasil;Administração de empresa;Administração de Empresas;Administración de Empresas
BRA05934;Brasil;Venda de rações para cães e gatos;Venda de Rações para Cães e Gatos;Venta de Alimento para Perros y Gatos
BRA05935;Brasil;;;
BRA05936;Brasil;V,nzz;Não Informado;No Informado
BRA05937;Brasil;Vzjssn;Não Informado;No Informado
BRA05938;Brasil;;;
BRA05939;Brasil;Administrativo;Administrativo;Administrativo
BRA05940;Brasil;Autônoma;Autônomo(a);Autónomo(a)
BRA05941;Brasil;Wbbtqy;Não Informado;No Informado
BRA05942;Brasil;;;
BRA05943;Brasil;Área da beleza;Área da Beleza;Área de Belleza
BRA05944;Brasil;Banco;Banco;Banco
BRA05945;Brasil;Advogada;Advogado(a);Abogado(a)
BRA05946;Brasil;;;
BRA05947;Brasil;;;
BRA05948;Brasil;Do a de casa;Dona de Casa;Ama de Casa
BRA05949;Brasil;;;
BRA05950;Brasil;;;
BRA05951;Brasil;;;
BRA05952;Brasil;Segurança;Segurança;Seguridad
BRA05953;Brasil;Bxnzb;Não Informado;No Informado
BRA05954;Brasil;;;
BRA05955;Brasil;;;
BRA05956;Brasil;Bxzjxj;Não Informado;No Informado
BRA05957;Brasil;Autonomo;Autônomo(a);Autónomo(a)
BRA05958;Brasil;;;
BRA05959;Brasil;;;
BRA05960;Brasil;serviços;Serviços;Servicios
BRA05961;Brasil;;;
BRA05962;Brasil;;;
BRA05963;Brasil;Sgbaay;Não Informado;No Informado
BRA05964;Brasil;;;
BRA05965;Brasil;Jurídico;Jurídico;Jurídico
BRA05966;Brasil;Xbskdh;Não Informado;No Informado
BRA05967;Brasil;Bywybwy;Não Informado;No Informado
BRA05968;Brasil;;;
BRA05969;Brasil;Desempregado;Desempregado(a);Desempleado(a)
BRA05970;Brasil;;;
BRA05971;Brasil;Gastronomia;Gastronomia;Gastronomía
BRA05972;Brasil;EDUCAÇÃO Física;Educação Física;Educación Física
BRA05973;Brasil;Comércio;Comércio;Comercio
BRA05974;Brasil;;;
BRA05975;Brasil;;;
BRA05976;Brasil;;;
BRA05977;Brasil;Financeiro;Financeiro;Financiero
BRA05978;Brasil;;;
BRA05979;Brasil;ZvJzb;Não Informado;No Informado
BRA05980;Brasil;;;
BRA05981;Brasil;;;
BRA05982;Brasil;Autonomo;Autônomo(a);Autónomo(a)
BRA05983;Brasil;Vzkzb;Não Informado;No Informado
BRA05984;Brasil;;;
BRA05985;Brasil;Serviços profissionais;Serviços Profissionais;Servicios Profissionais
BRA05986;Brasil;;;
BRA05987;Brasil;;;
BRA05988;Brasil;;;
BRA05989;Brasil;;;
BRA05990;Brasil;Vxnzzb;Não Informado;No Informado
BRA05991;Brasil;;;
BRA05992;Brasil;saude;Saúde;Salud
BRA05993;Brasil;Wtatat;Não Informado;No Informado
BRA05994;Brasil;;;
BRA05995;Brasil;;;
BRA05996;Brasil;;;
BRA05997;Brasil;;;
BRA05998;Brasil;;;
BRA05999;Brasil;Advocacia;Advocacia;Abogacía
BRA06000;Brasil;financeiro;Financeiro;Financiero
BRA06001;Brasil;Logistica;Logística;Logística
BRA06002;Brasil;;;
BRA06003;Brasil;;;
BRA06004;Brasil;;;
BRA06005;Brasil;Comercial;Comercial;Comercial
BRA06006;Brasil;Saúde;Saúde;Salud
BRA06007;Brasil;Vendas;Vendas;Ventas
BRA06008;Brasil;;;
BRA06009;Brasil;;;
BRA06010;Brasil;;;
BRA06011;Brasil;;;
BRA06012;Brasil;;;
BRA06013;Brasil;;;
BRA06014;Brasil;;;
BRA06015;Brasil;;;
BRA06016;Brasil;varejo;Varejo;Minorista
BRA06017;Brasil;;;
BRA06018;Brasil;Imobiliário;Imobiliário;Inmobiliario
BRA06019;Brasil;Tecnologia da informação;Tecnologia da Informação;Tecnologia de la Información
BRA06020;Brasil;Sbznzbzn;Não Informado;No Informado
BRA06021;Brasil;Financeiro;Financeiro;Financiero
BRA06022;Brasil;;;
BRA06023;Brasil;Varejo;Varejo;Minorista
BRA06024;Brasil;;;
BRA06025;Brasil;federação das industrias;Federação das Indústrias;Federación de Industrias
BRA06026;Brasil;;;
BRA06027;Brasil;;;
BRA06028;Brasil;Massoterapia;Massoterapia;Masoterapia
BRA06029;Brasil;Música;Música;Música
BRA06030;Brasil;Contabilidade;Contabilidade;Contabilidad
BRA06031;Brasil;;;
BRA06032;Brasil;;;
BRA06033;Brasil;;;
BRA06034;Brasil;Jurídico;Jurídico;Jurídico
BRA06035;Brasil;;;
BRA06036;Brasil;;;
BRA06037;Brasil;Laboratório farmacêutico;Laboratório Farmacêutico;Laboratorio Farmacéutico
BRA06038;Brasil;;;
BRA06039;Brasil;Comércio;Comércio;Comercio
BRA06040;Brasil;Analista;Analista;Analista
BRA06041;Brasil;Contabilidade;Contabilidade;Contabilidad
BRA06042;Brasil;comercio;Comércio;Comercio
BRA06043;Brasil;;;
BRA06044;Brasil;;;
BRA06045;Brasil;Direito;Direito;Derecho
BRA06046;Brasil;;;
BRA06047;Brasil;;;
BRA06048;Brasil;;;
BRA06049;Brasil;CONTABILIDADE;Contabilidade;Contabilidad
BRA06050;Brasil;;;
BRA06051;Brasil;Saúde;Saúde;Salud
BRA06052;Brasil;;;
BRA06053;Brasil;SAUDE;Saúde;Salud
BRA06054;Brasil;;;
BRA06055;Brasil;Oficina Mecânica;Oficina Mecânica;Taller Mecánico
BRA06056;Brasil;;;
BRA06057;Brasil;;;
BRA06058;Brasil;;;
BRA06059;Brasil;compras;Compras;Compras
BRA06060;Brasil;Saúde;Saúde;Salud
BRA06061;Brasil;;;
BRA06062;Brasil;Bznzzn;Não Informado;No Informado
BRA06063;Brasil;saude;Saúde;Salud
BRA06064;Brasil;;;
BRA06065;Brasil;Auxiliar administrativo;Auxiliar Administrativo;Auxiliar Administrativo
BRA06066;Brasil;;;
BRA06067;Brasil;;;
BRA06068;Brasil;Contabilidade;Contabilidade;Contabilidad
BRA06069;Brasil;;;
BRA06070;Brasil;ALIMENTAÇÃO;Alimentação;Alimentación
BRA06071;Brasil;;;
BRA06072;Brasil;;;
BRA06073;Brasil;;;
BRA06074;Brasil;Saúde;Saúde;Salud
BRA06075;Brasil;Engenharia;Engenharia;Ingeniería
BRA06076;Brasil;;;
BRA06077;Brasil;Saude;Saúde;Salud
BRA06078;Brasil;;;
BRA06079;Brasil;Vendas setor privado;Vendas (Setor Privado);Ventas (Setor Privado)
BRA06080;Brasil;;;
BRA06081;Brasil;;;
BRA06082;Brasil;nenhum;Nenhuma Profissão Informada;Ninguna Profesión Informada
BRA06083;Brasil;;;
BRA06084;Brasil;;;
BRA06085;Brasil;Seguros;Seguros;Seguros
BRA06086;Brasil;;;
BRA06087;Brasil;;;
BRA06088;Brasil;Logística;Logística;Logística
BRA06089;Brasil;;;
BRA06090;Brasil;;;
BRA06091;Brasil;Recursos humanos;Recursos Humanos;Recursos Humanos
BRA06092;Brasil;;;
BRA06093;Brasil;;;
BRA06094;Brasil;;;
BRA06095;Brasil;Área da saúde;Área da Saúde;Área de Salud
BRA06096;Brasil;;;
BRA06097;Brasil;;;
BRA06098;Brasil;;;
BRA06099;Brasil;;;
BRA06100;Brasil;Setor público;Setor Público;Setor Público
BRA06101;Brasil;;;
BRA06102;Brasil;Sgsgsb;Não Informado;No Informado
BRA06103;Brasil;;;
BRA06104;Brasil;;;
BRA06105;Brasil;Contabilidade;Contabilidade;Contabilidad
BRA06106;Brasil;Vzznzb;Não Informado;No Informado
BRA06107;Brasil;;;
BRA06108;Brasil;Técnico de enfermagem;Técnico de Enfermagem;Técnico de Enfermería
BRA06109;Brasil;Escritório;Escritório;Oficina
BRA06110;Brasil;lazer;Lazer;Ocio
BRA06111;Brasil;escritorio;Escritório;Oficina
BRA06112;Brasil;;;
BRA06113;Brasil;;;
BRA06114;Brasil;;;
BRA06115;Brasil;;;
BRA06116;Brasil;;;
BRA06117;Brasil;forex trading;Forex Trading;Forex Trading
BRA06118;Brasil;Comércio;Comércio;Comercio
BRA06119;Brasil;;;
BRA06120;Brasil;;;
BRA06121;Brasil;;;
BRA06122;Brasil;psicologia;Psicologia;Psicología
BRA06123;Brasil;Industria;Indústria;Industria
BRA06124;Brasil;Serviços;Serviços;Servicios
BRA06125;Brasil;Varejo;Varejo;Minorista
BRA06126;Brasil;analista;Analista;Analista
BRA06127;Brasil;Saude;Saúde;Salud
BRA06128;Brasil;;;
BRA06129;Brasil;analista;Analista;Analista
BRA06130;Brasil;;;
BRA06131;Brasil;;;
BRA06132;Brasil;;;
BRA06133;Brasil;;;
BRA06134;Brasil;;;
BRA06135;Brasil;Saúde;Saúde;Salud
BRA06136;Brasil;Auditoria;Auditoria;Auditoría
BRA06137;Brasil;Segurança Pública;Segurança Pública;Seguridad Pública
BRA06138;Brasil;;;
BRA06139;Brasil;Bzkzxbn;Não Informado;No Informado
BRA06140;Brasil;;;
BRA06141;Brasil;;;
BRA06142;Brasil;;;
BRA06143;Brasil;;;
BRA06144;Brasil;;;
BRA06145;Brasil;;;
BRA06146;Brasil;Varejo;Varejo;Minorista
BRA06147;Brasil;;;
BRA06148;Brasil;Administração;Administração;Administración
BRA06149;Brasil;;;
BRA06150;Brasil;;;
BRA06151;Brasil;;;
BRA06152;Brasil;;;
BRA06153;Brasil;;;
BRA06154;Brasil;;;
BRA06155;Brasil;;;
BRA06156;Brasil;Administração empresas;Administração de Empresas;Administración de Empresas
BRA06157;Brasil;;;
BRA06158;Brasil;;;
BRA06159;Brasil;;;
BRA06160;Brasil;;;
BRA06161;Brasil;Advocacia;Advocacia;Abogacía
BRA06162;Brasil;ajudante geral;Ajudante Geral;Ayudante General
BRA06163;Brasil;;;
BRA06164;Brasil;saude;Saúde;Salud
BRA06165;Brasil;;;
BRA06166;Brasil;;;
BRA06167;Brasil;;;
BRA06168;Brasil;;;
BRA06169;Brasil;;;
BRA06170;Brasil;agrárias;Ciências Agrárias;Ciencias Agrarias
BRA06171;Brasil;;;
BRA06172;Brasil;;;
BRA06173;Brasil;IMOBILIÁRIO;Imobiliário;Inmobiliario
BRA06174;Brasil;Imóveis;Imóveis;Inmuebles
BRA06175;Brasil;comercial;Comercial;Comercial
BRA06176;Brasil;;;
BRA06177;Brasil;;;
BRA06178;Brasil;;;
BRA06179;Brasil;;;
BRA06180;Brasil;Advocacia e varejo;Advocacia e Varejo;Abogacía y Minorista
BRA06181;Brasil;;;
BRA06182;Brasil;;;
BRA06183;Brasil;;;
BRA06184;Brasil;Bancos;Setor Bancário;Sector Bancario
BRA06185;Brasil;;;
BRA06186;Brasil;;;
BRA06187;Brasil;;;
BRA06188;Brasil;;;
BRA06189;Brasil;;;
BRA06190;Brasil;;;
BRA06191;Brasil;;;
BRA06192;Brasil;;;
BRA06193;Brasil;;;
BRA06194;Brasil;Jurídico;Jurídico;Jurídico
BRA06195;Brasil;;;
BRA06196;Brasil;;;
BRA06197;Brasil;;;
BRA06198;Brasil;Militar;Militar;Militar
BRA06199;Brasil;;;
BRA06200;Brasil;;;
BRA06201;Brasil;;;
BRA06202;Brasil;;;
BRA06203;Brasil;;;
BRA06204;Brasil;;;
BRA06205;Brasil;;;
BRA06206;Brasil;;;
BRA06207;Brasil;;;
BRA06208;Brasil;;;
BRA06209;Brasil;;;
BRA06210;Brasil;;;
BRA06211;Brasil;;;
BRA06212;Brasil;;;
BRA06213;Brasil;;;
BRA06214;Brasil;;;
BRA06215;Brasil;;;
BRA06216;Brasil;;;
BRA06217;Brasil;;;
BRA06218;Brasil;;;
BRA06219;Brasil;;;
BRA06220;Brasil;;;
BRA06221;Brasil;;;
BRA06222;Brasil;;;
BRA06223;Brasil;;;
BRA06224;Brasil;;;
BRA06225;Brasil;;;
BRA06226;Brasil;;;
BRA06227;Brasil;;;
BRA06228;Brasil;;;
BRA06229;Brasil;;;
BRA06230;Brasil;;;
BRA06231;Brasil;;;
BRA06232;Brasil;;;
BRA06233;Brasil;;;
BRA06234;Brasil;;;
BRA06235;Brasil;;;
BRA06236;Brasil;;;
BRA06237;Brasil;;;
BRA06238;Brasil;;;
BRA06239;Brasil;;;
BRA06240;Brasil;;;
BRA06241;Brasil;;;
BRA06242;Brasil;;;
BRA06243;Brasil;;;
BRA06244;Brasil;;;
BRA06245;Brasil;;;
BRA06246;Brasil;;;
BRA06247;Brasil;;;
BRA06248;Brasil;;;
BRA06249;Brasil;;;
BRA06250;Brasil;;;
BRA06251;Brasil;;;
BRA06252;Brasil;;;
BRA06253;Brasil;;;
BRA06254;Brasil;;;
BRA06255;Brasil;;;
BRA06256;Brasil;;;
BRA06257;Brasil;;;
BRA06258;Brasil;;;
BRA06259;Brasil;;;
BRA06260;Brasil;;;
BRA06261;Brasil;;;
BRA06262;Brasil;;;
BRA06263;Brasil;;;
BRA06264;Brasil;;;
BRA06265;Brasil;;;
BRA06266;Brasil;;;
BRA06267;Brasil;;;
BRA06268;Brasil;;;
BRA06269;Brasil;;;
BRA06270;Brasil;;;
BRA06271;Brasil;;;
BRA06272;Brasil;;;
BRA06273;Brasil;;;
BRA06274;Brasil;;;
BRA06275;Brasil;;;
BRA06276;Brasil;;;
BRA06277;Brasil;;;
BRA06278;Brasil;Vendas;Vendas;Ventas
BRA06279;Brasil;;;
BRA06280;Brasil;;;
BRA06281;Brasil;;;
BRA06282;Brasil;;;
BRA06283;Brasil;;;
BRA06284;Brasil;;;
BRA06285;Brasil;;;
BRA06286;Brasil;;;
BRA06287;Brasil;;;
BRA06288;Brasil;;;
BRA06289;Brasil;;;
BRA06290;Brasil;;;
BRA06291;Brasil;;;
BRA06292;Brasil;;;
BRA06293;Brasil;;;
BRA06294;Brasil;;;
BRA06295;Brasil;;;
BRA06296;Brasil;;;
BRA06297;Brasil;;;
BRA06298;Brasil;;;
BRA06299;Brasil;;;
BRA06300;Brasil;;;
BRA06301;Brasil;;;
BRA06302;Brasil;;;
BRA06303;Brasil;;;
BRA06304;Brasil;;;
BRA06305;Brasil;Não trabalho;Não Trabalho;No Trabajo
BRA06306;Brasil;;;
BRA06307;Brasil;;;
BRA06308;Brasil;;;
BRA06309;Brasil;;;
BRA06310;Brasil;;;
BRA06311;Brasil;;;
BRA06312;Brasil;;;
BRA06313;Brasil;;;
BRA06314;Brasil;Trabalhando como Mei venda de roupas;MEI (Venda de Roupas);MEI (Venta de Ropa)
BRA06315;Brasil;;;
BRA06316;Brasil;;;
BRA06317;Brasil;aposentado;Aposentado(a);Jubilado(a)
BRA06318;Brasil;;;
BRA06319;Brasil;;;
BRA06320;Brasil;;;
BRA06321;Brasil;;;
BRA06322;Brasil;;;
BRA06323;Brasil;;;
BRA06324;Brasil;Nao trabalho;Não Trabalho;No Trabajo
BRA06325;Brasil;;;
BRA06326;Brasil;;;
BRA06327;Brasil;;;
BRA06328;Brasil;;;
BRA06329;Brasil;;;
BRA06330;Brasil;;;
BRA06331;Brasil;;;
BRA06332;Brasil;;;
BRA06333;Brasil;;;
BRA06334;Brasil;;;
BRA06335;Brasil;;;
BRA06336;Brasil;;;
BRA06337;Brasil;;;
BRA06338;Brasil;;;
BRA06339;Brasil;;;
BRA06340;Brasil;;;
BRA06341;Brasil;;;
BRA06342;Brasil;;;
BRA06343;Brasil;;;
BRA06344;Brasil;;;
